kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Selanjutnya, lakukan tugas berikut untuk menguji pemahamanmu!","Selanjutnya, lakukan tugas berikut untuk menguji pemhamanmu!",IPA,Deletion Error
Amati benda-benda di lingkungan rumah dan sekolahmu!,Amati benda-benda di lingkungan rumah dan seklahmu!,IPA,Deletion Error
"Berdasarkan pengetahuanmu tentang pesawat sederhana, carilah contoh-contoh benda yang termasuk pesawat sederhana!","Berdasarkan pengetahuanmu tentang pesawat sederhana, carilah conoh-contoh benda yang termasuk pesawat sederhana!",IPA,Deletion Error
Buatlah tabel seperti berikut ini!,Buatlah tabel seperti beriut ini!,IPA,Deletion Error
Tulislah hasil pengamatamu di buku kerja!,Tulislah hasil pengamatamu i buku kerja!,IPA,Deletion Error
Bertukarlah informasi dengan temanmu untuk melengkapi tugasmu!,Bertukarlah informasi dengan temanmu untuk melengkapi tugsmu!,IPA,Deletion Error
"Selanjutnya, kumpulkan catatan tugasmu kepada bapak atau ibu guru!","Selanjutnya, kumpulkan catatan tugasmu kepada bapak ata ibu guru!",IPA,Deletion Error
Berikan contohnya!,Berkan contohnya!,IPA,Deletion Error
Sebutkan dua contoh alat yang kerjanya menerapkan prinsip pesawat sederhana berikut!,Sebutkan dua contoh alat yang kerjanya mnerapkan prinsip pesawat sederhana berikut!,IPA,Deletion Error
Untuk mengujinya coba jodohkan gambar berikut dengan jenis pesawat sederhana yang sesuai!,Untuk mengujinya coba jodohkan gambar berikut denan jenis pesawat sederhana yang sesuai!,IPA,Deletion Error
"Namun sebelum mengerjakan, fotokopilah lembar ini!","Namun sebelum mengerjakan, fotokopila lembar ini!",IPA,Deletion Error
Sebelum berangkat sekolah sebaiknya periksa dahulu pakaianmu!,Sebelum berangkat sekolah sebaiknya periksa dahulu pkaianmu!,IPA,Deletion Error
Marilah kita mencari jawabannya dalam bab ini!,Marilah kita mencari jawabannya dalam bab ni!,IPA,Deletion Error
"Sediakan 3 lembar karton tebal dengan ukuran sama besar, 3 kayu penjepit, lilin, dan korek api!","Sediakan 3 lembar karton tebal dengan ukuan sama besar, 3 kayu penjepit, lilin, dan korek api!",IPA,Deletion Error
Usahakan ketiga lubang itu dalam satu garis lurus!,Usahakan ketiga lubang itu dalam satu gars lurus!,IPA,Deletion Error
Lihatlah cahaya lilin dari depan karton yang paling dekat dengan mata!,Lihatlah cahaya lilin dari depan karton yan paling dekat dengan mata!,IPA,Deletion Error
Susunlah laporan kegiatan ini beserta kesimpulan!,Susunlah laporan kegiatan ni beserta kesimpulan!,IPA,Deletion Error
Simpan alat-alat yang kamu gunakan dalam percobaan ini agar sewaktu-waktu dapat digunakan kembali!,Simpan alat-alat yang kamu gunakan dalam perobaan ini agar sewaktu-waktu dapat digunakan kembali!,IPA,Deletion Error
Cobalah kamu soroti jendela kaca dengan lampu senter!,Cobalah kamu soroti jendela kaca dengan lamu senter!,IPA,Deletion Error
Perhatikan daftar benda di bawah ini!,Perhatikan daftar benda i bawah ini!,IPA,Deletion Error
Diskusikan dengan teman sebangkumu mengenai hal-hal berikut!,Diskusikan dengan teman sebangkumu mengenai hal-hal berkut!,IPA,Deletion Error
"Jika kamu mengalami kesulitan, ujilah setiap benda itu menggunakan lampu senter!","Jika kamu mengalami kesulitan, ujilah setiap bena itu menggunakan lampu senter!",IPA,Deletion Error
Catatlah hasil diskusi dalam buku kerjamu!,Catatlah hasil diskusi dala buku kerjamu!,IPA,Deletion Error
Coba ambil sentermu!,Coba ambil senermu!,IPA,Deletion Error
Nyalakan lampu senter itu dan arahkan ke cermin!,Nyalakan lampu senter itu dan arahkan k cermin!,IPA,Deletion Error
Coba carilah letak cahaya pantulan lampu senter itu!,Coba carilah letak cahaya pantulan lampu sener itu!,IPA,Deletion Error
Cobalah untuk mengetahuinya melalui kegiatan berikut!,Cobalah untuk mengetahuinya mealui kegiatan berikut!,IPA,Deletion Error
"Sediakan cermin datar yang cukup besar, pensil, dan kertas!","Sediakan cermin datar yang cukup besar, penil, dan kertas!",IPA,Deletion Error
Berdirilah menghadap cermin sehingga kamu dapat melihat wajahmu di cermin!,Berdirilah menghadap cermin sehingga kamu dapat melhat wajahmu di cermin!,IPA,Deletion Error
"Tulislah namamu pada kertas, kemudian tempelkan kertas tersebut di dahimu!","Tulislah namamu pada keras, kemudian tempelkan kertas tersebut di dahimu!",IPA,Deletion Error
Lihatlah ke arah cermin!,Lihatlah ke ara cermin!,IPA,Deletion Error
Cermati bayangan dirimu di cermin!,Cermati bayangan irimu di cermin!,IPA,Deletion Error
Bandingkan ukuran bayangan dengan dirimu sebenarnya!,Bandingkan ukuran bayangan dengn dirimu sebenarnya!,IPA,Deletion Error
"Sampaikan laporanmu di depan kelas, sambil memperagakan kegiatan itu!","Sampaikan laporanmu di depan kelas, sambil memeragakan kegiatan itu!",IPA,Deletion Error
Peganglah sendok sayur dengan satu tangan secara vertikal dengan bagian belakang kepala sendok berjarak ± 30 cm dari wajahmu!,Peganglah sendok sayur dengan satu tangan secra vertikal dengan bagian belakang kepala sendok berjarak ± 30 cm dari wajahmu!,IPA,Deletion Error
Perhatikan bayangan wajahmu dalam sendok sayur tersebut!,Perhatikan bayangan wajahmu dalam sendok sayur terebut!,IPA,Deletion Error
Baliklah sendok sayur tersebut sehingga bagian dalam kepala sendok berjarak kira-kira 30 cm dari wajahmu!,Baliklah sendok sayur tersebut sehingga bagian dlam kepala sendok berjarak kira-kira 30 cm dari wajahmu!,IPA,Deletion Error
Tulislah laporan dan kesimpulan dari kegiatan di atas!,Tulislah laporan dan kesimpulan dari kegiatan d atas!,IPA,Deletion Error
Simpan kembali alat-alat yang kamu gunakan dalam percobaan ini!,Simpan kembali alat-alat yang kamu gunakan dlam percobaan ini!,IPA,Deletion Error
Perhatikan skema pembiasan cahaya berikut!,Perhatikan skema pembiasan cahaa berikut!,IPA,Deletion Error
Coba kamu lakukan kegiatan berikut agar kamu lebih memahami peristiwa pembiasan cahaya!,Coba kam lakukan kegiatan berikut agar kamu lebih memahami peristiwa pembiasan cahaya!,IPA,Deletion Error
"Sediakan mangkuk plastik, uang logam, dan air!","Sediakan mangkuk plastik, uang logam, dan ir!",IPA,Deletion Error
"Taruhlah mangkuk plastik di atas meja, kemudian letakkan uang logam di dalamnya!","Taruhlah mangkuk plastik di atas meja, kemdian letakkan uang logam di dalamnya!",IPA,Deletion Error
Pandanglah bibir mangkuk segaris dengan pinggiran uang logam!,Pandanglah bibir mangkuk segaris dengan pinggiran uan logam!,IPA,Deletion Error
Usahakan uang logam sedikit terlihat oleh mata!,Usahakan uang logam sedikit terlihat oleh mta!,IPA,Deletion Error
Lihat gambar a!,Liht gambar a!,IPA,Deletion Error
Tahan posisi pandanganmu!,Tahan posisi pananganmu!,IPA,Deletion Error
Mintalah bantuan temanmu untuk menuangkan air jernih ke dalam mangkuk (lihat gambar b)!,Mintalah bantuan temanmu untuk menuangkan air jerih ke dalam mangkuk (lihat gambar b)!,IPA,Deletion Error
Amati apa yang terjadi!,Amati apa yan terjadi!,IPA,Deletion Error
Buatlah laporan dari kegiatan ini dan kumpulkan kepada bapak atau ibu guru!,Buatlah laporan dari kegiatan ini dan kumulkan kepada bapak atau ibu guru!,IPA,Deletion Error
Bersihkan dan simpan alat-alat yang kamu gunakan dalam percobaan ini agar tidak mengotori mejamu!,Bersihkan dan simpan alat-alat yang kamu gunkan dalam percobaan ini agar tidak mengotori mejamu!,IPA,Deletion Error
"Sediakan kertas karton, spidol berbagai warna, dan pensil!","Sediakan kertas karton, spidol berbagai warna, an pensil!",IPA,Deletion Error
Buatlah 2 buah lingkaran dari kertas karton dengan garis tengah 12 cm!,Buatlah 2 buah lingkaran dari kertas karon dengan garis tengah 12 cm!,IPA,Deletion Error
"Bagilah lingkaran (i) menjadi 6 bagian dan warnailah tiap-tiap bagian dengan warna yang berbeda yaitu merah (m), jingga (j), kuning (k), hijau (h), biru (b), dan ungu (u)!","Bagilah lingkaran (i) menjadi 6 bagian an warnailah tiap-tiap bagian dengan warna yang berbeda yaitu merah (m), jingga (j), kuning (k), hijau (h), biru (b), dan ungu (u)!",IPA,Deletion Error
"Bagilah lingkaran (ii) menjadi empat bagian dan warnailah dengan warna yang berbeda, yaitu: merah (m), kuning (k), biru (b), dan hijau (h)!","Bagilah lingkaran (ii) menjadi empat bagian an warnailah dengan warna yang berbeda, yaitu: merah (m), kuning (k), biru (b), dan hijau (h)!",IPA,Deletion Error
"Lubangilah kedua lingkaran pada titik tengahnya, lalu masukkan pensil sebagai poros!","Lubangilah kedua lingkaran pada titik tengahnya, lal masukkan pensil sebagai poros!",IPA,Deletion Error
Putarlah sekencang-kencangnnya kedua lingkaran tersebut seperti memutar gasing!,Putarlah sekencang-kencangnnya kedua lingkaran tersebut seperti memtar gasing!,IPA,Deletion Error
Amatilah warna pada kedua lingkaran saat keduanya berputar kencang!,Amatilah warna pada kedua lingkaran saat kedanya berputar kencang!,IPA,Deletion Error
Bacakan laporan kelompokmu sambil mendemonstrasikan kegiatan itu sekali lagi!,Bacakan laporan kelompokmu sambil mendemonstrasikan kegiatan tu sekali lagi!,IPA,Deletion Error
Simpan alat-alat yang kamu gunakan dalam percobaan ini!,Simpan alat-alat yang kamu gunakan dalam perobaan ini!,IPA,Deletion Error
Mari bersama-sama mencobanya!,Mari bersama-sama menobanya!,IPA,Deletion Error
"Ayo, buktikan dengan membuat periskop sederhana berikut!","Ayo, buktikan dengan membuat periskop sederhana berkut!",IPA,Deletion Error
Coba ikuti langkah-langkah pembuatan periskop berikut ini!,Coba ikuti langkah-langkah pembuatan periskop berikut ni!,IPA,Deletion Error
"Jika kamu sudah selesai membuat periskop, simpan pisau silet di tempat yang aman!","Jika kamu sudah selesai membuat periskop, siman pisau silet di tempat yang aman!",IPA,Deletion Error
Toreh bagian sisi atas dan bawah sesuai lebar cermin!,Toreh bagian sisi atas dan bawah sesai lebar cermin!,IPA,Deletion Error
Buat dua lubang yang persis berhadapan dengan tiap-tiap cermin!,Buat dua lubang yang persis berhadapan denan tiap-tiap cermin!,IPA,Deletion Error
Cobalah kalian buat periskop dengan ukuran kardus yang berbeda!,Cobalah kalian buat periskop dengan ukuran karus yang berbeda!,IPA,Deletion Error
Buatlah juga perbedaan jarak kedua cermin pada prinsip tersebut!,Buatlah juga perbedaan jarak kedua cermin pda prinsip tersebut!,IPA,Deletion Error
Bandingkan periskop-periskop itu untuk mengamati benda-benda di sekitarmu!,Bandngkan periskop-periskop itu untuk mengamati benda-benda di sekitarmu!,IPA,Deletion Error
Mari kita mulai membuat kaleidoskop bersama-sama!,Mari kita mulai membat kaleidoskop bersama-sama!,IPA,Deletion Error
"Jika sudah selesai membuat kaleidoskop, simpan kembali alat-alat yang telah kamu gunakan!","Jika sudah selesai membuat kaleidoskop, simpan kemali alat-alat yang telah kamu gunakan!",IPA,Deletion Error
Tutuplah salah satu uiung prisma dengan kertas hvs!,Tutuplah salah satu uiung prisma dengan keras hvs!,IPA,Deletion Error
Masukkan potongan-potongan kertas mas warna-warni dalam prisma!,Masukkan potongan-potongan kertas mas warna-warni dalam prima!,IPA,Deletion Error
Tutuplah ujung prisma yang masih terbuka dengan plastik bening!,Tutuplah ujung prisma yang masih terbuka denan plastik bening!,IPA,Deletion Error
Bagilah kertas yang mengilap menjadi 4 bagian yang sama!,Bagilah kertas yang mengilap menjadi 4 bagan yang sama!,IPA,Deletion Error
Batasi keempat bagian dengan tanda garis putus-putus menggunakan pensil!,Batasi keempat bagian dengan tanda garis ptus-putus menggunakan pensil!,IPA,Deletion Error
"Lipat kertas menurut garis putus-putus, menjadi bentuk prisma segitiga!","Lipat kertas menurut garis putus-putus, menjadi benuk prisma segitiga!",IPA,Deletion Error
Bagian kertas yang mengilap di dalam!,Bagian kertas yang menglap di dalam!,IPA,Deletion Error
Lihatlah melalui lubang prisma yang hanya tertutup plastik bening!,Lihatlah melalui lubang prisma yang hanya ertutup plastik bening!,IPA,Deletion Error
Ketuk-ketuk kaleidoskopmu dengan jari!,Ketuk-ketuk kaleidoskopmu denan jari!,IPA,Deletion Error
Coba kalian buat kaleidoskop dengan kertas yang bagian dalamnya tidak mengilap!,Coba kalian buat kaleidoskop dengan kertas yan bagian dalamnya tidak mengilap!,IPA,Deletion Error
Bandingkan dengan kaleidoskop sebelumnya!,Bandingkan dengan kalidoskop sebelumnya!,IPA,Deletion Error
"Ayo, kita coba membuat alat lup sederhana!","Ayo, kita coba membuat alat lup sderhana!",IPA,Deletion Error
"Jika kamu sudah selesai membuat lup, simpan kembali alat-alat yang kamu gunakan!","Jika kamu sudah selesai membuat lup, siman kembali alat-alat yang kamu gunakan!",IPA,Deletion Error
Lubangi bagian tengah kertas karton dengan diameter 1 cm!,Lubangi bagian tengah kertas karton dengan diaeter 1 cm!,IPA,Deletion Error
Teteskan sedikit air di atas plastik transparan tepat di lubang karton!,Teteskan sedikit air di atas plastik trasparan tepat di lubang karton!,IPA,Deletion Error
Tempelkan plastik atau selotif untuk menutupi lubang karton!,Tempelkan plastik atau selotif untuk menutupi lubng karton!,IPA,Deletion Error
Letakkan benda di bawah lubang kertas karton!,Letakkan benda di bawah lubang kertas karon!,IPA,Deletion Error
Sebutkan pembagian benda berdasarkan kemampuannya memancarkan cahaya beserta contohnya!,Sebutkan pembagian benda berdasarkan kemampuannya memancarkan chaya beserta contohnya!,IPA,Deletion Error
Sebutkan warna-warna cahaya penyusun cahaya putih!,Sebutkan warna-warna cahaya penysun cahaya putih!,IPA,Deletion Error
Isilah kotak-kotak yang kosong berikut!,Isilah kotak-kotak yang kosog berikut!,IPA,Deletion Error
"Namun, fotokopilah terlebih dahulu lembar ini sebelum mengerjakannya!","Namun, fotokopilah terlebih dahulu lembar ini sbelum mengerjakannya!",IPA,Deletion Error
Coba kamu perhatikan gambar di atas!,Coba kamu perhatikan gmbar di atas!,IPA,Deletion Error
Coba lakukan kegiatan berikut untuk mengenal lebih lanjut mengenai sifat-sifat batuan!,Coba lakukan kegiatan berikut untuk mengenal lebh lanjut mengenai sifat-sifat batuan!,IPA,Deletion Error
Hati-hati saat menggores batu dengan paku!,Hati-hati saat menggores atu dengan paku!,IPA,Deletion Error
Sediakan berbagai macam batuan yang ada di sekitar tempat tinggalmu!,Sedakan berbagai macam batuan yang ada di sekitar tempat tinggalmu!,IPA,Deletion Error
Gores tiap-tiap batu dengan paku besar dan tajam!,Gores tiap-tiap batu dengan paku besar an tajam!,IPA,Deletion Error
"Amati kenampakan batuan-batuan tersebut yang meliputi bentuk, warna, permukaan, dan kilapnya!","Amati kenampakan batuan-batuan tersebut yang meliputi benuk, warna, permukaan, dan kilapnya!",IPA,Deletion Error
Isikan hasil pengamatanmu dalam tabel berikut!,Isikan hasil pengamatanmu dala tabel berikut!,IPA,Deletion Error
Sediakan berbagai macam batu yang ada di sekitar rumahmu!,Sedakan berbagai macam batu yang ada di sekitar rumahmu!,IPA,Deletion Error
Bakarlah tiap-tiap batu hingga tampak berwarna merah!,Bakarlah tiap-tiap batu hingga tampak berwarna merh!,IPA,Deletion Error
Angkat batuan dengan alat penjepit dan masukkan ke dalam air dingin!,Angkat batuan dengan alat penjepit dan maskkan ke dalam air dingin!,IPA,Deletion Error
Amati yang terjadi!,Amati yang teradi!,IPA,Deletion Error
Jawablah pertanyaan berikut!,Jawablah pertanyaan berkut!,IPA,Deletion Error
Tulislah kesimpulan mengenai tingkat pelapukan batuan dalam proses pembentukan tanah!,Tulislah kesimpulan mengenai tingkat pelapukan batuan dlam proses pembentukan tanah!,IPA,Deletion Error
Carilah beberapa batuan yang ditumbuhi lumut!,Carilah beberapa batuan ang ditumbuhi lumut!,IPA,Deletion Error
Angkat lumut itu dan amati bagian bekas tumbuhnya lumut pada batuan!,Angkat lumut itu dan amati bagian beks tumbuhnya lumut pada batuan!,IPA,Deletion Error
Buatlah catatan ringkas dari kegiatanmu dan laporkan kepada bapak atau ibu guru!,Buatlah catatan ringkas dari kegiatanmu dan laprkan kepada bapak atau ibu guru!,IPA,Deletion Error
"Ingat, segera cucilah tanganmu setelah melakukan kegiatan ini!","Ingat, segera cucilah tanganmu setelah melakukan kegatan ini!",IPA,Deletion Error
Tuangkan air ke dalam stoples kaca hingga ketinggian tiga perempatnya!,Tuangkan air ke dalam stoples kaca hinga ketinggian tiga perempatnya!,IPA,Deletion Error
Masukkan beberapa genggam tanah kebun ke dalam stoples!,Masukkan beberapa genggam tanah kebun ke dlam stoples!,IPA,Deletion Error
Aduklah tanah tersebut hingga bercampur dengan air!,Aduklah tanah tersebut hingga bercampur dengan ir!,IPA,Deletion Error
"Diamkan selama 10 menit, kemudian amatilah!","Diamkan selama 10 meni, kemudian amatilah!",IPA,Deletion Error
Tuliskan kesimpulan dari kegiatan ini!,Tuliskan kesimpulan dari kegitan ini!,IPA,Deletion Error
"Kemudian, susunlah laporan dan kumpulkan kepada bapak atau ibu guru!","Kemudian, susunlah laporan dan kumpulkan kepada bpak atau ibu guru!",IPA,Deletion Error
"Ingat, cucilah stoples kaca tersebut setelah digunakan!","Ingat, cucilah stoples kaca tersebut setelah dignakan!",IPA,Deletion Error
"Ambillah tanah dari tiga tempat yang berbeda, misalnya tanah a dari sawah, tanah b dari halaman sekolah, dan tanah c dari pinggir jalan!","Ambillah tanah dari tiga tempat yang erbeda, misalnya tanah a dari sawah, tanah b dari halaman sekolah, dan tanah c dari pinggir jalan!",IPA,Deletion Error
Masukkan setiap tanah dalam botol yang berbeda!,Masukkan setiap tanah dalam botol yang erbeda!,IPA,Deletion Error
Isilah botol-botol itu dengan air!,Isilah botol-botol itu dengn air!,IPA,Deletion Error
"Aduklah tanah hingga tercampurair, kemudian diamkan 10 menit!","Aduklah tanah hingga tercampurair, kemudian diamkan 1 menit!",IPA,Deletion Error
Amati dan tuliskan bahan penyusun setiap tanah dalam tabel berikut!,Amati dan tuliskan bahan penyusun setiap tnah dalam tabel berikut!,IPA,Deletion Error
Diskusikan pertanyaan ini bersama temanmu!,Diskusikan pertanyaan ini bersma temanmu!,IPA,Deletion Error
Buatlah catatan ringkas dari hasil kegiatan dan diskusimu!,Buatlah catatan ringkas dari hasil kegiatan an diskusimu!,IPA,Deletion Error
"Selanjutnya, bacakan di depan kelas!","Selanjutnya, bacakan di depa kelas!",IPA,Deletion Error
"Sediakan tanah berhumus, tanah pasir, dan tanah liat!","Sediakan tnah berhumus, tanah pasir, dan tanah liat!",IPA,Deletion Error
Tempatkan setiap jenis tanah dalam botol plastik berlainan!,Tempatkan setiap jenis tanah dalam botol platik berlainan!,IPA,Deletion Error
Usahakan botol tembus pandang!,Usahakan botol temus pandang!,IPA,Deletion Error
Buat lubang kecil pada bagian bawah botol!,Buat lubang kecil pada bagian bawah btol!,IPA,Deletion Error
Tuangi tanah pada tiap botol dengan air!,Tuangi tanah pada tiap botol dengan ir!,IPA,Deletion Error
Amatilah tetesan air yang keluar dari tiap botol!,Amatilah tetesan air yang keluar dari tia botol!,IPA,Deletion Error
Bandingkan kecepatan peresapan air ke dalam tanah dan tetesan air yang keluar dari dalam botol!,Bandingkan kecepatan peresapan air ke dalam tnah dan tetesan air yang keluar dari dalam botol!,IPA,Deletion Error
Tuliskan hal-hal yang memengaruhi perbedaan tingkat kelapukan suatu batuan!,Tuliskan hal-hal yang memengaruhi perbedaan tingkat kelpukan suatu batuan!,IPA,Deletion Error
Jelaskan hubungan kesuburan tanah dengan warna dan bahan-bahan kandungannya!,Jelaskan hubungan kesuburan tanah dengan warna an bahan-bahan kandungannya!,IPA,Deletion Error
Untuk mengujinya coba hubungkan balon berikut dengan pernyataan yang sesuai!,Untuk mengujinya coba hubungkan balon berikut denan pernyataan yang sesuai!,IPA,Deletion Error
"Namun ingat, jangan lupa memfotokopi lembaran ini sebelum mengerjakan!","Namun ingat, jangan lupa memfotokopi lembaran ni sebelum mengerjakan!",IPA,Deletion Error
Carilah informasi lain mengenai proses terjadinya bumi!,Carilah informasi lain mengenai proses terjadinya bum!,IPA,Deletion Error
"Selanjutnya, buatlah laporan tertulis!","Selanjutnya, buatlah lapran tertulis!",IPA,Deletion Error
Kumpulkan kepada bapak/ibu guru!,Kumpulkan kepada bapak/bu guru!,IPA,Deletion Error
Sediakan tanah liat dan cat!,Sediakan tanah liat an cat!,IPA,Deletion Error
Ambillah tanah liat dan bentuklah seperti bentuk bumi yang berupa bulatan!,Ambillah tanah liat dan benuklah seperti bentuk bumi yang berupa bulatan!,IPA,Deletion Error
"Namun, hilangkan seperempat bagian bulatan tersebut seperti gambar di samping!","Namun, hilangkan seperempat bagian bulatan tersebut sperti gambar di samping!",IPA,Deletion Error
Keringkan tanah liat tersebut dengan cara dijemur di bawah terik matahari!,Keringkan tanah liat tersebut dengan cara dijmur di bawah terik matahari!,IPA,Deletion Error
"Setelah kering, warnailah sebagian bulatan yang terpotong dengan berbagai warna yang menunjukkan lapisan-lapisan penyusun bumi!","Setelah kering, warnailah sebagian bulatan yang terotong dengan berbagai warna yang menunjukkan lapisan-lapisan penyusun bumi!",IPA,Deletion Error
Susunlah laporan tertulis dilengkapi produk dari kegiatan ini!,Susunlah laporan tertulis dilengkapi produk dari kegatan ini!,IPA,Deletion Error
Jelaskan salah satu teori tentang proses terbentuknya bumi!,Jelaskan salah satu teori tentang proses terentuknya bumi!,IPA,Deletion Error
Gambarkan susunan bumi dan tunjukkan lapisan-lapisan penyusunnya!,Gambarkan susunan bumi dan tunjukkan lapisan-lapisan penusunnya!,IPA,Deletion Error
Jelaskan kegunaan lapisan atmosfer bagi bumi!,Jelaskan kegunaan lapisan atmofer bagi bumi!,IPA,Deletion Error
Sebutkan bahan penyusun pusat bumi!,Sebutkan bahan penyusun pusa bumi!,IPA,Deletion Error
Fotokopilah lembar ini sebelum mengerjakannya!,Fotokopilah lembar ini sebeum mengerjakannya!,IPA,Deletion Error
Mari simak uraian berikut untuk mengetahui jawabannya!,Mari simak uraian berikut untuk mengetahui jwabannya!,IPA,Deletion Error
Perhatikan skema proses daur air di bawah ini!,Perhatikan skema proses daur air di bwah ini!,IPA,Deletion Error
Coba amati kembali proses daur air di depan!,Coba amati kembali proses daur air d depan!,IPA,Deletion Error
Coba lakukan kegiatan berikut!,Coba lakukan kegatan berikut!,IPA,Deletion Error
Diskusikan topik tersebut bersama teman-temanmu!,Diskusikan topik tersebut bersma teman-temanmu!,IPA,Deletion Error
Catatlah hasil diskusi secara rapi di dalam buku kerjamu!,Catatlah hasil diskusi secara rapi di dlam buku kerjamu!,IPA,Deletion Error
Cobalah kamu mengamati penggunaan air di rumahmu!,Cobalah kamu mengamati penggunaan air di rumhmu!,IPA,Deletion Error
Sediakan satu buah gelas (ukuran ±300 ml)!,Sediakan satu buah gelas (ukuran ±300 m)!,IPA,Deletion Error
Bukalah keran air sekecil mungkin sehingga air hanya menetes perlahan-lahan!,Bukalah keran ir sekecil mungkin sehingga air hanya menetes perlahan-lahan!,IPA,Deletion Error
"Buatlah lubang kecil pada penampung air itu, kemudian isilah dengan air hingga penuh!","Buatlah lubang kecil pada penampung air tu, kemudian isilah dengan air hingga penuh!",IPA,Deletion Error
Tampunglah tetesan air tersebut hingga gelas penuh!,Tampunglah tetesan air tersebut hingga gelas penh!,IPA,Deletion Error
Catatlah waktu yang diperlukan oleh tetesan air untuk memenuhi gelas tersebut!,Catatlah waktu yang diperlukan oleh tetesan ir untuk memenuhi gelas tersebut!,IPA,Deletion Error
"Tulislah laporan dan kesimpulan kegiatan ini, kemudian kumpulkan kepada bapak atau ibu guru!","Tulislah laporan dan kesimpulan kegiatan ini, kemdian kumpulkan kepada bapak atau ibu guru!",IPA,Deletion Error
"Berdasarkan pengetahuanmu tentang pemborosan air, diskusikanlah bersama kelompokmu mengenai cara-cara menghemat air!","Berdasarkan pengetahuanmu tentang pemborosan air, diskusikanlah berama kelompokmu mengenai cara-cara menghemat air!",IPA,Deletion Error
Jangan lupa mencatat hasil diskusi di dalam buku kerjamu!,Jangan lupa mencatat hasil diskusi di dlam buku kerjamu!,IPA,Deletion Error
"Ingat, jangan sampai air bersih terbuang sia-sia!","Ingat, jangan sampai air bersih terbuang siasia!",IPA,Deletion Error
Terapkanlah dalam kehidupanmu sehari-hari!,Terapkanlah dalam kehdupanmu sehari-hari!,IPA,Deletion Error
"Usahakan untuk menghemat air, terutama di lingkungan keluargamu!","Usahakan untuk menghemat air, terutama di linkungan keluargamu!",IPA,Deletion Error
Jelaskan proses daur air secara urut!,Jelaskan proses daur ir secara urut!,IPA,Deletion Error
Tuliskan lima macam cara penghematan air di rumah tangga!,Tuliskan lima macam cara penghematan air d rumah tangga!,IPA,Deletion Error
Coba uji pemahamanmu tentang daur air dengan melengkapi bagan daur air berikut ini!,Coba uji pemahamanmu tentang daur air denan melengkapi bagan daur air berikut ini!,IPA,Deletion Error
"Namun, sebelumnya fotokopilah dahulu lembar ini!","Namun, sebelumnya fotokopilah dahuu lembar ini!",IPA,Deletion Error
Isilah titik-titik dalam kotak dengan berbagai proses yang sesuai sebagai berikut!,Isilah titik-titik dalam kotak dengan berbagai proes yang sesuai sebagai berikut!,IPA,Deletion Error
Selanjutnya tuliskan daur air dengan bahasamu sendiri!,Selanjutnya tuliskan daur air dengan bahasamu seniri!,IPA,Deletion Error
Marilah kita mengenal peristiwa alam lebih mendalam!,Marilah kita mengenal peristiwa alam lebih menalam!,IPA,Deletion Error
Berlindunglah di bawah meja atau tempat tidur yang kukuh untuk melindungimu dari benda-benda yang berjatuhan!,Berlindunglah di bawah meja atau tempat tidr yang kukuh untuk melindungimu dari benda-benda yang berjatuhan!,IPA,Deletion Error
"Apabila kamu berada di dalam gedung yang tidak tahan gempa, cepatlah keluar dari gedung tersebut!","Apabila kamu berada di dalam gedung yan tidak tahan gempa, cepatlah keluar dari gedung tersebut!",IPA,Deletion Error
"Berusahalah berada di tempat terbuka, jauh dari pepohonan, tembok-tembok, dan saluran-saluran kabel listrik!","Berusahalah berada di tempat terbuka, jauh dar pepohonan, tembok-tembok, dan saluran-saluran kabel listrik!",IPA,Deletion Error
"Carilah informasi di surat kabar, majalah, atau televisi mengenai peristiwa-peristiwa alam yang terjadi di indonesia dalam jangka waktu dua bulan terakhir!","Carilah informasi di surat kabar, majalah, ata televisi mengenai peristiwa-peristiwa alam yang terjadi di indonesia dalam jangka waktu dua bulan terakhir!",IPA,Deletion Error
"Misalnya, peristiwa alam seperti banjir, tanah longsor, dan angin puting beliung!","Misalnya, peristiwa alam seperti banjir, tanah lonsor, dan angin puting beliung!",IPA,Deletion Error
"Selanjutnya, buatlah suatu tulisan atau kliping mengenai peristiwa alam tersebut!","Selanjutnya, buatlah suatu tulisan atau kliping menenai peristiwa alam tersebut!",IPA,Deletion Error
Bacakan hasil tulisanmu di depan kelas!,Bacakan hasil tulisanmu i depan kelas!,IPA,Deletion Error
Diskusikan bersama teman-temanmu mengenai dampak dari bencana alam tersebut!,Diskusikan bersama teman-temanmu mengenai dampak dari benana alam tersebut!,IPA,Deletion Error
Berilah saran cara mencegah bencana alam tersebut!,Berilah saran cara mencegah bencana alam terebut!,IPA,Deletion Error
Tulislah hasil diskusimu dan bahaslah di kelas!,Tulislah hasil diskusimu dan bahaslah di kels!,IPA,Deletion Error
Sebutkan lima bencana alam dan akibat negatifnya bagi manusia!,Sebutkan lima bencana alam dan akibat negtifnya bagi manusia!,IPA,Deletion Error
Sebutkan tiga usaha yang dapat dilakukan manusia untuk mencegah banjir dan tanah longsor!,Sebutkan tiga usaha yang dapat dilakukan mansia untuk mencegah banjir dan tanah longsor!,IPA,Deletion Error
Carilah jawabannya dengan melingkari urutan huruf yang tepat di dalam kotak!,Carilah jawabannya dengan melingkari urutan huruf yan tepat di dalam kotak!,IPA,Deletion Error
Perhatikan contoh!,Peratikan contoh!,IPA,Deletion Error
