kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Hal ini dikarenakan gaya tarik bumi semakin banyak mengumpulkan gas dan debu sehingga semakin lama semakin padat.,Hal ini dikarenakan gaya tarik bumi semakin banyak mengumpulkan gas dan debu sehingga semakin lama semakin padat',IPA,Punctuation Error
Keadaan ini menyebabkan bola bumi menjadi semakin panas.,Keadaan ini menyebabkan bola bumi menjadi semakin panas',IPA,Punctuation Error
Butir-butir debu yang ada di dalamnya kemudian meleleh.,Butir?butir debu yang ada di dalamnya kemudian meleleh.,IPA,Punctuation Error
Sebagian besardebu-debu yang meleleh itu terdiri atas batuan dan logam.,Sebagian besardebu?debu yang meleleh itu terdiri atas batuan dan logam.,IPA,Punctuation Error
"Selanjutnya, bagian luar bumi mengalami pendinginan.",Selanjutnya@ bagian luar bumi mengalami pendinginan.,IPA,Punctuation Error
Batuan dan logam yang meleleh itu kemudian menjadi bagian yang keras.,Batuan dan logam yang meleleh itu kemudian menjadi bagian yang keras',IPA,Punctuation Error
Bagian inilah yang membentuk bagian permukaan bumi.,Bagian inilah yang membentuk bagian permukaan bumi',IPA,Punctuation Error
Proses terjadinya bumi merupakan salah satu teori yang dikemukakan para ilmuwan.,Proses terjadinya bumi merupakan salah satu teori yang dikemukakan para ilmuwan',IPA,Punctuation Error
Masih ada teori-teori lain yang menjelaskan tentang terbentuknya bumi.,Masih ada teori?teori lain yang menjelaskan tentang terbentuknya bumi.,IPA,Punctuation Error
Kamu telah mengetahui proses terjadinya bumi.,Kamu telah mengetahui proses terjadinya bumi',IPA,Punctuation Error
Kamu tentu juga ingin mengetahui susunan bagian dalam bumi.,Kamu tentu juga ingin mengetahui susunan bagian dalam bumi',IPA,Punctuation Error
Para ahli geologi (geolog/geologiwan) mengibaratkan bumi sebagai kue lapis berbentuk bulat.,Para ahli geologi (geolog/geologiwan\ mengibaratkan bumi sebagai kue lapis berbentuk bulat.,IPA,Punctuation Error
"Berbicara tentang bumi, kita tidak boleh melupakan selubung udara yang menyelimuti bumi.",Berbicara tentang bumi@ kita tidak boleh melupakan selubung udara yang menyelimuti bumi.,IPA,Punctuation Error
Selubung udara itu disebut atmosfer.,Selubung udara itu disebut atmosfer',IPA,Punctuation Error
"Nah, sebelum mengenal lebih jauh tentang lapisan bumi, kita akan membahas atmosfer terlebih dahulu.","Nah, sebelum mengenal lebih jauh tentang lapisan bumi, kita akan membahas atmosfer terlebih dahulu@",IPA,Punctuation Error
Lapisan atmosfertersusun atas udara.,Lapisan atmosfertersusun atas udara',IPA,Punctuation Error
"Semakin jauh dari permukaan bumi, lapisan udara semakin tipis.",Semakin jauh dari permukaan bumi@ lapisan udara semakin tipis.,IPA,Punctuation Error
Lapisan atmosfer melindungi bumi dari pancaran sinar dan panas matahari.,Lapisan atmosfer melindungi bumi dari pancaran sinar dan panas matahari',IPA,Punctuation Error
"Oleh karena itu, lapisan atmosfer paling berperan dalam mendukung adanya kehidupan di muka bumi ini.",Oleh karena itu@ lapisan atmosfer paling berperan dalam mendukung adanya kehidupan di muka bumi ini.,IPA,Punctuation Error
Lapisan atmosfer ini memiliki ketebalan ± 640 kilometer.,Lapisan atmosfer ini memiliki ketebalan ± 640 kilometer',IPA,Punctuation Error
"Atmosfer terdiri atas lapisan troposter, stratosfer, mesosfer, dan termosfer.","Atmosfer terdiri atas lapisan troposter@ stratosfer, mesosfer, dan termosfer.",IPA,Punctuation Error
Lapisan troposter terbentang sejauh 10 km dari permukaan bumi.,Lapisan troposter terbentang sejauh 10 km dari permukaan bumi',IPA,Punctuation Error
Lapisan troposter merupakan lapisan yang paling dekat dengan bumi.,Lapisan troposter merupakan lapisan yang paling dekat dengan bumi',IPA,Punctuation Error
Lapisan inilah yang memengaruhi cuaca.,Lapisan inilah yang memengaruhi cuaca',IPA,Punctuation Error
Sebagian besar awan yang menyebabkan hujan terbentuk di lapisan ini.,Sebagian besar awan yang menyebabkan hujan terbentuk di lapisan ini',IPA,Punctuation Error
Di atas lapisan troposter terdapat lapisan stratosfer.,Di atas lapisan troposter terdapat lapisan stratosfer',IPA,Punctuation Error
Lapisan stratosfer berjarak 10-50 km di atas permukaan bumi.,Lapisan stratosfer berjarak 10?50 km di atas permukaan bumi.,IPA,Punctuation Error
Udara di lapisan stratosfer sangat dingin dan tipis.,Udara di lapisan stratosfer sangat dingin dan tipis',IPA,Punctuation Error
Balon cuaca dan beberapa pesawat terbang dapat mencapai lapisan stratosfer.,Balon cuaca dan beberapa pesawat terbang dapat mencapai lapisan stratosfer',IPA,Punctuation Error
Lapisan ozon berada di atas lapisan ini.,Lapisan ozon berada di atas lapisan ini',IPA,Punctuation Error
Lapisan ozon adalah lapisan yang penting karena melindungi bumi dari sinar ultraviolet dari matahari.,Lapisan ozon adalah lapisan yang penting karena melindungi bumi dari sinar ultraviolet dari matahari',IPA,Punctuation Error
Sinar ultraviolet ini jika langsung mengenai bumi akan membunuh semua makhluk hidup.,Sinar ultraviolet ini jika langsung mengenai bumi akan membunuh semua makhluk hidup',IPA,Punctuation Error
Lapisan di atas stratosfer yaitu mesosfer.,Lapisan di atas stratosfer yaitu mesosfer',IPA,Punctuation Error
Lapisan mesosfer berjarak 50-80 km di atas permukaan bumi.,Lapisan mesosfer berjarak 50?80 km di atas permukaan bumi.,IPA,Punctuation Error
"Mesosfer memiliki campuran oksigen, nitrogen, dan karbon dioksida yang sama dengan lapisan di bawahnya.","Mesosfer memiliki campuran oksigen, nitrogen, dan karbon dioksida yang sama dengan lapisan di bawahnya@",IPA,Punctuation Error
"Namun, kandungan uap airnya sangat sedikit.",Namun@ kandungan uap airnya sangat sedikit.,IPA,Punctuation Error
Lapisan di atas mesosfer yaitu lapisan termosfer.,Lapisan di atas mesosfer yaitu lapisan termosfer',IPA,Punctuation Error
Lapisan termosfer terbentang pada ketinggian 80-500 km di atas permukaan bumi.,Lapisan termosfer terbentang pada ketinggian 80?500 km di atas permukaan bumi.,IPA,Punctuation Error
Di lapisan ini terjadi efek cahaya yang disebut aurora.,Di lapisan ini terjadi efek cahaya yang disebut aurora',IPA,Punctuation Error
Lapisan yang paling jauh dari permukaan bumi yaitu lapisan eksosfer.,Lapisan yang paling jauh dari permukaan bumi yaitu lapisan eksosfer',IPA,Punctuation Error
Eksosfer ada di ketinggian 700 km di atas permukaan bumi.,Eksosfer ada di ketinggian 700 km di atas permukaan bumi',IPA,Punctuation Error
Setelah lapisan eksosfer adalah angkasa luar.,Setelah lapisan eksosfer adalah angkasa luar',IPA,Punctuation Error
Sekarang kamu telah mengetahui tentang atmosfer beserta lapisan-lapisannya.,Sekarang kamu telah mengetahui tentang atmosfer beserta lapisan?lapisannya.,IPA,Punctuation Error
Atmosfer ini mempunyai fungsi yang sangat penting.,Atmosfer ini mempunyai fungsi yang sangat penting',IPA,Punctuation Error
"Atmosfer melindungi bumi dari benda-benda angkasa, menjaga agar air tidak menguap ke angkasa luar, dan menghalangi sinar ultraviolet dari matahari menerobos bumi.","Atmosfer melindungi bumi dari benda-benda angkasa@ menjaga agar air tidak menguap ke angkasa luar, dan menghalangi sinar ultraviolet dari matahari menerobos bumi.",IPA,Punctuation Error
Mari kita lanjutkan pembahasan kita tentang lapisan bumi.,Mari kita lanjutkan pembahasan kita tentang lapisan bumi',IPA,Punctuation Error
"Ternyata bumi tidak hanya berbentuk bulatan saja, tetapi juga tersusun atas beberapa lapisan.",Ternyata bumi tidak hanya berbentuk bulatan saja@ tetapi juga tersusun atas beberapa lapisan.,IPA,Punctuation Error
Bumi tersusun atas tiga lapisan.,Bumi tersusun atas tiga lapisan',IPA,Punctuation Error
"Lapisan bumi mulai dari lapisan terluar sampai terdalam yaitu kerak, selubung, dan inti.","Lapisan bumi mulai dari lapisan terluar sampai terdalam yaitu kerak, selubung, dan inti@",IPA,Punctuation Error
Inti terdiri atas inti luardan inti dalam.,Inti terdiri atas inti luardan inti dalam',IPA,Punctuation Error
Keadaan ketiga lapisan bumi tersebut dijelaskan dalam uraian berikut.,Keadaan ketiga lapisan bumi tersebut dijelaskan dalam uraian berikut',IPA,Punctuation Error
Kerak adalah lapisan terluar permukaan bumi yang berupa batuan keras dan dingin setebal 15-60 km.,Kerak adalah lapisan terluar permukaan bumi yang berupa batuan keras dan dingin setebal 15?60 km.,IPA,Punctuation Error
"Pada lapisan kerak bagian atas, batuan telah mengalami pelapukan membentuk tanah.",Pada lapisan kerak bagian atas@ batuan telah mengalami pelapukan membentuk tanah.,IPA,Punctuation Error
Di permukaan lapisan kerak inilah makhluk hidup tinggal dan menjalani hidupnya.,Di permukaan lapisan kerak inilah makhluk hidup tinggal dan menjalani hidupnya',IPA,Punctuation Error
Daratan terbentuk dari kerak benua.,Daratan terbentuk dari kerak benua',IPA,Punctuation Error
Sebagian besar kerak benua terbentuk dari batuan yang disebut granit.,Sebagian besar kerak benua terbentuk dari batuan yang disebut granit',IPA,Punctuation Error
Dasar samudra terbentuk dari kerak samudra.,Dasar samudra terbentuk dari kerak samudra',IPA,Punctuation Error
Kerak samudra sebagian terbentuk dari batuan yang disebut basal.,Kerak samudra sebagian terbentuk dari batuan yang disebut basal',IPA,Punctuation Error
Selubung atau mantel merupakan lapisan di bawah kerak yang tebalnya mencapai 2.900 kilometer.,Selubung atau mantel merupakan lapisan di bawah kerak yang tebalnya mencapai 2?900 kilometer.,IPA,Punctuation Error
Lapisan mantel merupakan lapisan yang paling tebal.,Lapisan mantel merupakan lapisan yang paling tebal',IPA,Punctuation Error
Mantel terletak di antara lapisan inti luar dengan kerak.,Mantel terletak di antara lapisan inti luar dengan kerak',IPA,Punctuation Error
Lapisan ini terdiri atas magma kental yang bersuhu 1 .400°c-2.500°c.,Lapisan ini terdiri atas magma kental yang bersuhu 1 ?400°c-2.500°c.,IPA,Punctuation Error
"Inti terdiri atas dua bagian, yaitu inti luar dan inti dalam.",Inti terdiri atas dua bagian@ yaitu inti luar dan inti dalam.,IPA,Punctuation Error
Lapisan inti luar merupakan satu-satunya lapisan cair.,Lapisan inti luar merupakan satu?satunya lapisan cair.,IPA,Punctuation Error
"Inti luar terdiri atas besi, nikel, dan oksigen.","Inti luar terdiri atas besi, nikel, dan oksigen@",IPA,Punctuation Error
Lapisan ini mempunyai tebal ±2.255 kilometer.,Lapisan ini mempunyai tebal ±2?255 kilometer.,IPA,Punctuation Error
Adapun lapisan inti dalam setebal ±1 .200 kilometer.,Adapun lapisan inti dalam setebal ±1 ?200 kilometer.,IPA,Punctuation Error
"Inti dalam merupakan bola logam yang padat dan mampat, bersuhu sangat panas sekitar 4.500°c.","Inti dalam merupakan bola logam yang padat dan mampat, bersuhu sangat panas sekitar 4@500°c.",IPA,Punctuation Error
Lapisan ini terbentuk dari besi dan nikel padat.,Lapisan ini terbentuk dari besi dan nikel padat',IPA,Punctuation Error
Lapisan inti dalam merupakan pusat bumi.,Lapisan inti dalam merupakan pusat bumi',IPA,Punctuation Error
"Nah, kamu telah mengetahui lapisan-lapisan penyusun bumi.","Nah, kamu telah mengetahui lapisan-lapisan penyusun bumi@",IPA,Punctuation Error
Kegiatan ini akan membuatmu lebih paham tentang susunan bumi.,Kegiatan ini akan membuatmu lebih paham tentang susunan bumi',IPA,Punctuation Error
Terjadinya bumi berhubungan erat dengan terjadinya alam semesta.,Terjadinya bumi berhubungan erat dengan terjadinya alam semesta',IPA,Punctuation Error
Para ilmuwan berpendapat bahwa benda-benda langit di alam terbentuk dari awan.,Para ilmuwan berpendapat bahwa benda?benda langit di alam terbentuk dari awan.,IPA,Punctuation Error
Bumi dilindungi oleh selubung udara yang disebut atmosfer.,Bumi dilindungi oleh selubung udara yang disebut atmosfer',IPA,Punctuation Error
"Atmosfer terdiri atas lapisan troposter, stratosfer, mesosfer, termosfer, dan eksoster.","Atmosfer terdiri atas lapisan troposter} stratosfer, mesosfer, termosfer, dan eksoster.",IPA,Punctuation Error
Inti bumi terdiri atas inti luar dan inti dalam.,Inti bumi terdiri atas inti luar dan inti dalam',IPA,Punctuation Error
Kerak dibedakan menjadi kerak benua dan kerak samudra.,Kerak dibedakan menjadi kerak benua dan kerak samudra',IPA,Punctuation Error
Air memberi kehidupan pada semua makhluk hidup.,Air memberi kehidupan pada semua makhluk hidup',IPA,Punctuation Error
"Dengan demikian, air digunakan secara terus-menerus oleh semua makhluk hidup.","Dengan demikian, air digunakan secara terus-menerus oleh semua makhluk hidup@",IPA,Punctuation Error
Sebenarnya air yang ada di bumi ini tidak akan pernah habis.,Sebenarnya air yang ada di bumi ini tidak akan pernah habis',IPA,Punctuation Error
Air memang dibutuhkan oleh seluruh makhluk hidup di dunia.,Air memang dibutuhkan oleh seluruh makhluk hidup di dunia',IPA,Punctuation Error
Air senantiasa tersedia di bumi karena air selalu mengalami daur atau siklus.,Air senantiasa tersedia di bumi karena air selalu mengalami daur atau siklus',IPA,Punctuation Error
"Namun, walaupun air mengalami daur, negeri kita sering dilanda kekeringan.","Namun, walaupun air mengalami daur, negeri kita sering dilanda kekeringan@",IPA,Punctuation Error
Salah satu penyebab kekeringan berasal dari kegiatan manusia.,Salah satu penyebab kekeringan berasal dari kegiatan manusia',IPA,Punctuation Error
Manusia dan makhluk hidup lain tidak dapat lepas dari air.,Manusia dan makhluk hidup lain tidak dapat lepas dari air',IPA,Punctuation Error
Air memang diperlukan bagi kehidupan kita.,Air memang diperlukan bagi kehidupan kita',IPA,Punctuation Error
"Kegunaan air antara lain untuk keperluan rumah tangga, pertanian, industri, dan tidak terkecuali untuk pusat pembangkit listrik.","Kegunaan air antara lain untuk keperluan rumah tangga@ pertanian, industri, dan tidak terkecuali untuk pusat pembangkit listrik.",IPA,Punctuation Error
"Untungnya, air senantiasa tersedia di bumi.",Untungnya@ air senantiasa tersedia di bumi.,IPA,Punctuation Error
"Oleh karena itu, manusia seharusnya senantiasa bersyukur kepadatuhan pencipta alam.",Oleh karena itu@ manusia seharusnya senantiasa bersyukur kepadatuhan pencipta alam.,IPA,Punctuation Error
Hal ini karena air mengalami daur (siklus).,Hal ini karena air mengalami daur (siklus)[,IPA,Punctuation Error
Daur air merupakan sirkulasi (perputaran) air secara terus-menerus dari bumi ke atmosfer dan kembali ke bumi.,Daur air merupakan sirkulasi (perputaran) air secara terus[menerus dari bumi ke atmosfer dan kembali ke bumi.,IPA,Punctuation Error
"Daur air ini terjadi melalui proses evaporasi (penguapan), presipitasi (pengendapan), dan kondensasi (pengembunan).","Daur air ini terjadi melalui proses evaporasi \penguapan), presipitasi (pengendapan), dan kondensasi (pengembunan).",IPA,Punctuation Error
"Air di laut, sungai, dan danau menguap karena pengaruh panas dari sinar matahari.","Air di laut, sungai, dan danau menguap karena pengaruh panas dari sinar matahari@",IPA,Punctuation Error
Tumbuhan juga mengeluarkan uap air ke udara.,Tumbuhan juga mengeluarkan uap air ke udara',IPA,Punctuation Error
Proses penguapan ini disebut evaporasi.,Proses penguapan ini disebut evaporasi',IPA,Punctuation Error
Uap air naik dan berkumpul di udara.,Uap air naik dan berkumpul di udara',IPA,Punctuation Error
"Lama-kelamaan, udara tidak dapat lagi menampung uap air (jenuh).","Lama-kelamaan, udara tidak dapat lagi menampung uap air (jenuh=.",IPA,Punctuation Error
Proses ini disebut presipitasi (pengendapan).,Proses ini disebut presipitasi (pengendapan)[,IPA,Punctuation Error
"Jika suhunya turun, uap air akan berubah menjadi titik-titik air.","Jika suhunya turun, uap air akan berubah menjadi titik-titik air@",IPA,Punctuation Error
Titik-titik air ini membentuk awan.,Titik?titik air ini membentuk awan.,IPA,Punctuation Error
Proses ini disebut kondensasi (pengembunan).,Proses ini disebut kondensasi (pengembunan)[,IPA,Punctuation Error
Titik-titik air di awan kemudian akan turun menjadi hujan.,Titik?titik air di awan kemudian akan turun menjadi hujan.,IPA,Punctuation Error
Air hujan akan turun di darat maupun di laut.,Air hujan akan turun di darat maupun di laut',IPA,Punctuation Error
Air hujan itu akan jatuh ke tanah atau perairan.,Air hujan itu akan jatuh ke tanah atau perairan',IPA,Punctuation Error
Air hujan yang jatuh di tanah akan meresap menjadi air tanah.,Air hujan yang jatuh di tanah akan meresap menjadi air tanah',IPA,Punctuation Error
"Selanjutnya, air tanah akan keluar melalui sumur.",Selanjutnya@ air tanah akan keluar melalui sumur.,IPA,Punctuation Error
Air tanah juga akan merembes ke danau atau sungai.,Air tanah juga akan merembes ke danau atau sungai',IPA,Punctuation Error
"Air hujan juga ada yang jatuh ke perairan, misalnya sungai atau danau.",Air hujan juga ada yang jatuh ke perairan@ misalnya sungai atau danau.,IPA,Punctuation Error
Kondisi ini akan menambah jumlah air di tempat tersebut.,Kondisi ini akan menambah jumlah air di tempat tersebut',IPA,Punctuation Error
Air di sungai akan mengalir ke laut.,Air di sungai akan mengalir ke laut',IPA,Punctuation Error
Di lain pihak sebagian air di sungai dapat menguap kembali.,Di lain pihak sebagian air di sungai dapat menguap kembali',IPA,Punctuation Error
Air sungai yang menguap membentuk awan bersama dengan uap dari air laut dan tumbuhan.,Air sungai yang menguap membentuk awan bersama dengan uap dari air laut dan tumbuhan',IPA,Punctuation Error
Proses perjalanan air di daratan itu terjadi dalam daur air.,Proses perjalanan air di daratan itu terjadi dalam daur air',IPA,Punctuation Error
Dari sini dapat disimpulkan bahwa jumlah air di bumi secara keseluruhan cenderung tetap.,Dari sini dapat disimpulkan bahwa jumlah air di bumi secara keseluruhan cenderung tetap',IPA,Punctuation Error
Hanya wujud dan tempatnya yang berubah.,Hanya wujud dan tempatnya yang berubah',IPA,Punctuation Error
Secara sederhana daur air dapat digambarkan seperti di samping ini.,Secara sederhana daur air dapat digambarkan seperti di samping ini',IPA,Punctuation Error
Air mengalami daur yang terus berlangsung sejak ribuan tahun lalu.,Air mengalami daur yang terus berlangsung sejak ribuan tahun lalu',IPA,Punctuation Error
Para ahli sangat yakin bahwa jumlah air sejak 3.000 juta tahun yang lalu hampir selalu sama.,Para ahli sangat yakin bahwa jumlah air sejak 3?000 juta tahun yang lalu hampir selalu sama.,IPA,Punctuation Error
Hal ini mungkin sangat mengherankan kita.,Hal ini mungkin sangat mengherankan kita',IPA,Punctuation Error
"Akan tetapi, keadaan ini sekaligus memberi rasa aman bahwa dunia tidak akan pernah kehabisan air.",Akan tetapi@ keadaan ini sekaligus memberi rasa aman bahwa dunia tidak akan pernah kehabisan air.,IPA,Punctuation Error
Akhir-akhir ini kekeringan terjadi di mana-mana.,Akhir-akhir ini kekeringan terjadi di mana-mana?,IPA,Punctuation Error
"Padahal secara teori, air tidak akan pernah habis.",Padahal secara teori@ air tidak akan pernah habis.,IPA,Punctuation Error
Proses daur air menyebabkan air bergerak meninggalkan tanah ke udara.,Proses daur air menyebabkan air bergerak meninggalkan tanah ke udara',IPA,Punctuation Error
"Selanjutnya, air turun lagi ke tanah.",Selanjutnya@ air turun lagi ke tanah.,IPA,Punctuation Error
"Nah, air yang turun ke tanah ini ada yang mengalir di permukaan tanah dan masuk sungai.",Nah@ air yang turun ke tanah ini ada yang mengalir di permukaan tanah dan masuk sungai.,IPA,Punctuation Error
Aliran air di sungai ini akan terkumpul kembali di laut.,Aliran air di sungai ini akan terkumpul kembali di laut',IPA,Punctuation Error
Ada juga air yang tergenang membentuk danau.,Ada juga air yang tergenang membentuk danau',IPA,Punctuation Error
Air yang turun ke tanah ada yang masuk dan bergerak ke dalam tanah melalui celah-celah dan pori-pori tanah serta batuan.,Air yang turun ke tanah ada yang masuk dan bergerak ke dalam tanah melalui celah-celah dan pori-pori tanah serta batuan?,IPA,Punctuation Error
Air yang masuk ke dalam tanah ini kemudian menjadi air cadangan (sumber air).,Air yang masuk ke dalam tanah ini kemudian menjadi air cadangan (sumber air)[,IPA,Punctuation Error
Air cadangan akan selalu ada apabila daerah peresapan air selalu tersedia.,Air cadangan akan selalu ada apabila daerah peresapan air selalu tersedia',IPA,Punctuation Error
Daerah peresapan air biasa terdapat di hutan-hutan.,Daerah peresapan air biasa terdapat di hutan?hutan.,IPA,Punctuation Error
Tetumbuhan hutan mampu memperkokoh struktur tanah.,Tetumbuhan hutan mampu memperkokoh struktur tanah',IPA,Punctuation Error
"Saat hujan turun, air tidak langsung hanyut, tetapi akan teresap dan tersimpan di dalam tanah.","Saat hujan turun, air tidak langsung hanyut, tetapi akan teresap dan tersimpan di dalam tanah@",IPA,Punctuation Error
Air yang tersimpan dalam tanah akan menjadi air tanah.,Air yang tersimpan dalam tanah akan menjadi air tanah',IPA,Punctuation Error
Air akan lebih mudah meresap jika terdapat banyak tumbuhan.,Air akan lebih mudah meresap jika terdapat banyak tumbuhan',IPA,Punctuation Error
Air yang meresap akan diserap oleh akar tumbuhan tersebut.,Air yang meresap akan diserap oleh akar tumbuhan tersebut',IPA,Punctuation Error
Adanya air dan akar di dalam tanah menyebabkan struktur tanah menjadi kokoh dan tidak mudah longsor.,Adanya air dan akar di dalam tanah menyebabkan struktur tanah menjadi kokoh dan tidak mudah longsor',IPA,Punctuation Error
"Nah, menyimak uraian di atas dapat disimpulkan bahwa keberadaan hutan sangat penting.",Nah@ menyimak uraian di atas dapat disimpulkan bahwa keberadaan hutan sangat penting.,IPA,Punctuation Error
Hutan berperan dalam penyimpanan air.,Hutan berperan dalam penyimpanan air',IPA,Punctuation Error
"Oleh karena itu, kita harus senantiasa menjaga kelestarian hutan.",Oleh karena itu@ kita harus senantiasa menjaga kelestarian hutan.,IPA,Punctuation Error
Saat ini telah banyak hutan yang gundul akibat penebangan liar.,Saat ini telah banyak hutan yang gundul akibat penebangan liar',IPA,Punctuation Error
"Selain penebangan, hutan dapat rusak akibat pembakaran.",Selain penebangan@ hutan dapat rusak akibat pembakaran.,IPA,Punctuation Error
Biasanya hutan ditebang atau dibakar dengan alasan tertentu.,Biasanya hutan ditebang atau dibakar dengan alasan tertentu',IPA,Punctuation Error
"Seperti untuk membuka lahan pertanian, perumahan, atau industri.","Seperti untuk membuka lahan pertanian, perumahan, atau industri@",IPA,Punctuation Error
Kegiatan-kegiatan ini dapat mengurangi kemampuan tanah dalam menyimpan air.,Kegiatan?kegiatan ini dapat mengurangi kemampuan tanah dalam menyimpan air.,IPA,Punctuation Error
"Akibatnya, pada saat hujan terjadi banjir dan pada saat kemarau banyak daerah mengalami kekeringan.",Akibatnya@ pada saat hujan terjadi banjir dan pada saat kemarau banyak daerah mengalami kekeringan.,IPA,Punctuation Error
Di perkotaan hingga di pedesaan kini marak pembangunan jalan yang menggunakan aspal atau beton.,Di perkotaan hingga di pedesaan kini marak pembangunan jalan yang menggunakan aspal atau beton',IPA,Punctuation Error
Penutupan tanah dengan aspal atau beton dapat menghalangi meresapnya air hujan ke dalam tanah.,Penutupan tanah dengan aspal atau beton dapat menghalangi meresapnya air hujan ke dalam tanah',IPA,Punctuation Error
"Akibatnya, pada saat hujan air tidak dapat meresap ke dalam tanah.",Akibatnya@ pada saat hujan air tidak dapat meresap ke dalam tanah.,IPA,Punctuation Error
Hal ini menyebabkan terjadinya banjir dan air menggenangi jalan-jalan.,Hal ini menyebabkan terjadinya banjir dan air menggenangi jalan?jalan.,IPA,Punctuation Error
"Apabila daerah peresapan air semakin berkurang, cadangan air di bumi ini semakin menipis.",Apabila daerah peresapan air semakin berkurang@ cadangan air di bumi ini semakin menipis.,IPA,Punctuation Error
Hal ini dapat mengakibatkan sungai-sungai dan danau menjadi kering.,Hal ini dapat mengakibatkan sungai?sungai dan danau menjadi kering.,IPA,Punctuation Error
Keringnya sungai dan danau menyebabkan proses penguapan semakin menurun.,Keringnya sungai dan danau menyebabkan proses penguapan semakin menurun',IPA,Punctuation Error
Menurunnya proses penguapan ini menyebabkan berkurangnya pengendapan titik-titik air di awan.,Menurunnya proses penguapan ini menyebabkan berkurangnya pengendapan titik?titik air di awan.,IPA,Punctuation Error
Keadaan ini tentu mengurangi terjadinya hujan.,Keadaan ini tentu mengurangi terjadinya hujan',IPA,Punctuation Error
Jalan yang diaspal mengurangi penyerapan air hujan.,Jalan yang diaspal mengurangi penyerapan air hujan',IPA,Punctuation Error
Daur air merupakan sebuah proses yang berkesinambungan.,Daur air merupakan sebuah proses yang berkesinambungan',IPA,Punctuation Error
Kita akan menikmati air sampai waktu yang tidak terbatas apabila daur air tersebut tidak terganggu.,Kita akan menikmati air sampai waktu yang tidak terbatas apabila daur air tersebut tidak terganggu',IPA,Punctuation Error
Saat ini ketersediaan air semakin berkurang akibat kegiatan manusia.,Saat ini ketersediaan air semakin berkurang akibat kegiatan manusia',IPA,Punctuation Error
Kini saatnya kita memulai tindakan penghematan air.,Kini saatnya kita memulai tindakan penghematan air',IPA,Punctuation Error
"Air digunakan untuk mandi, mencuci pakaian, memasak, dan mencuci piring.","Air digunakan untuk mandi@ mencuci pakaian, memasak, dan mencuci piring.",IPA,Punctuation Error
"Walaupun hingga saat ini air selalu tersedia di alam, tetapi kita harus menggunakan air secara bijaksana.",Walaupun hingga saat ini air selalu tersedia di alam@ tetapi kita harus menggunakan air secara bijaksana.,IPA,Punctuation Error
"Menghemat penggunaan air sangat bermanfaat, terutama jika air diperoleh melalui pompa air listrik atau pdam.",Menghemat penggunaan air sangat bermanfaat@ terutama jika air diperoleh melalui pompa air listrik atau pdam.,IPA,Punctuation Error
"Semakin sering kita menghidupkan pompa tersebut, semakin besartagihan listrikyang harus kita bayar.",Semakin sering kita menghidupkan pompa tersebut@ semakin besartagihan listrikyang harus kita bayar.,IPA,Punctuation Error
Demikian juga jika kita menggunakan air dari pdam.,Demikian juga jika kita menggunakan air dari pdam',IPA,Punctuation Error
"Semakin banyak air yang kita pakai, tagihan air perbulannya juga semakin besar.",Semakin banyak air yang kita pakai@ tagihan air perbulannya juga semakin besar.,IPA,Punctuation Error
Mungkin kamu belum dapat membayangkan tentang pemborosan penggunaan air.,Mungkin kamu belum dapat membayangkan tentang pemborosan penggunaan air',IPA,Punctuation Error
"Nah, melalui kegiatan berikut, kamu akan mengetahui salah satu sebab pemborosan penggunaan air.","Nah, melalui kegiatan berikut, kamu akan mengetahui salah satu sebab pemborosan penggunaan air@",IPA,Punctuation Error
"Apabila tidak ada kran air di sekolahmu, dapat diganti dengan penampung air, misalnya ember atau kaleng bekas.","Apabila tidak ada kran air di sekolahmu, dapat diganti dengan penampung air, misalnya ember atau kaleng bekas@",IPA,Punctuation Error
Usahakan lubang itu cukup kecil sehingga air hanya keluar dengan menetes.,Usahakan lubang itu cukup kecil sehingga air hanya keluar dengan menetes',IPA,Punctuation Error
Percobaan di atas telah menunjukkan pemborosan air yang sering terjadi di lingkungan rumah tangga.,Percobaan di atas telah menunjukkan pemborosan air yang sering terjadi di lingkungan rumah tangga',IPA,Punctuation Error
Air yang digunakan di rumah-rumah penduduk berasal dari sumur maupun ledeng (pdam).,Air yang digunakan di rumah-rumah penduduk berasal dari sumur maupun ledeng (pdam[.,IPA,Punctuation Error
Tindakan penghematan air dapat dilakukan dengan cara-cara berikut.,Tindakan penghematan air dapat dilakukan dengan cara?cara berikut.,IPA,Punctuation Error
Menutup kran setelah menggunakannya.,Menutup kran setelah menggunakannya',IPA,Punctuation Error
Memanfaatkan air bekas cucian beras atau sayuran untuk menyiram tanaman.,Memanfaatkan air bekas cucian beras atau sayuran untuk menyiram tanaman',IPA,Punctuation Error
Hal ini dapat dilakukan untuk menghemat penggunaan air bersih.,Hal ini dapat dilakukan untuk menghemat penggunaan air bersih',IPA,Punctuation Error
Tidak mencuci kendaraan setiap hari.,Tidak mencuci kendaraan setiap hari',IPA,Punctuation Error
Membersihkan kendaraan bisa dengan mengelapnya saja.,Membersihkan kendaraan bisa dengan mengelapnya saja',IPA,Punctuation Error
"Menggunakan air seperlunya, artinya tidak berlebih-lebihan untuk keperluan apa pun.","Menggunakan air seperlunya, artinya tidak berlebih-lebihan untuk keperluan apa pun@",IPA,Punctuation Error
