kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Tidak seperti sampah organik, sampah kertas sulit untuk diuraikan.","Tidak seperti sampah organik, sampah kertas isult untuk diuraikan.",IPA,Transposition Error
"Namun, sampah kertas ini dapat diproses lagi hingga bisa dimanfaatkan kembali.","Namun, sampah kertas ini dapat diproses ilag hingga bisa dimanfaatkan kembali.",IPA,Transposition Error
Proses ini disebut daur ulang.,Proses ini disebut audr ulang.,IPA,Transposition Error
Sekarang sudah banyak kertas-kertas daur ulang yang dijual di pasaran.,Sekarang sudah banyak kertas-kertas daur ulang gyan dijual di pasaran.,IPA,Transposition Error
Sampah bisa menjadi barang yang berguna.,Sampah bisa menjadi banrag yang berguna.,IPA,Transposition Error
Kita tidak boleh membuang limbah ke sungai.,Kita tidak boleh membuang limbah ke sunagi.,IPA,Transposition Error
Lingkungan yang sehat menciptakan tubuh yang sehat pula.,Lingkungan yang aseht menciptakan tubuh yang sehat pula.,IPA,Transposition Error
Lingkungan yang tidak sehat menimbulkan berbagai penyakit.,Lingkungan yang tidak sehat menimbulkan berbagai penaykit.,IPA,Transposition Error
"Cara menjaga kesehatan lingkungan di antaranya membersihkan rumah dan lingkungan setiap hari, menanam banyak tumbuhan, dan mengurangi pemakaian kendaraan bermotor.","Cara menjaga kesehatan lingkungan di antaranya memersihkabn rumah dan lingkungan setiap hari, menanam banyak tumbuhan, dan mengurangi pemakaian kendaraan bermotor.",IPA,Transposition Error
"Mengidentifikasi sifat-sifat benda berdasarkan pengamatan meliputi benda padat, cair, dan gas.","Mengidentifikasi sifat-sifat dbena berdasarkan pengamatan meliputi benda padat, cair, dan gas.",IPA,Transposition Error
"Mendeskripsikan perubahan sifat benda (ukuran, bentuk, warna, atau rasa) yang dapat diamati akibat dari pembakaran, pemanasan, dan diletakkan di udara terbuka.","Mendeskripsikan perubahan sifat benda (ukuran, bentuk, nwara, atau rasa) yang dapat diamati akibat dari pembakaran, pemanasan, dan diletakkan di udara terbuka.",IPA,Transposition Error
"Menjelaskan kegunaan benda plastik, kayu, kaca, dan kertas.","Menjelkasan kegunaan benda plastik, kayu, kaca, dan kertas.",IPA,Transposition Error
Setiap benda memiliki sifat-sifat tertentu.,Setiap benda memiliki sifa-sitfat tertentu.,IPA,Transposition Error
Ada benda yang mudah berubah bentuk.,Ada benda yang muhda berubah bentuk.,IPA,Transposition Error
Ada juga benda yang tidak berubah bentuk.,Ada juga benda yang tidak berubah benutk.,IPA,Transposition Error
Benda padat adalah benda yang berwujud padat.,Benda apdat adalah benda yang berwujud padat.,IPA,Transposition Error
Banyak sekali contoh benda padat di sekitar kita.,Banyak sekali contoh benda padat di sektiar kita.,IPA,Transposition Error
"Misalnya sepatu, pakaian, pensil, sendok, dan gelas.","Misalnya sepatu, pakaian, pensil, sendok, dan agels.",IPA,Transposition Error
Bentuk sendok tidak berubah meskipun wadahnya diganti.,Bentuk sendok tidak berubah meskipun wadahnya dignati.,IPA,Transposition Error
Ukuran sendok juga tetap.,Ukuran sendok ajug tetap.,IPA,Transposition Error
"Berdasarkan kegiatan di atas, kita bisa menyimpulkan sifat benda padat.","Berdasarkan kegiatan di atas, kita bisa menimpulkayn sifat benda padat.",IPA,Transposition Error
Benda cair adalah benda yang berwujud cair.,Benda rcai adalah benda yang berwujud cair.,IPA,Transposition Error
"Contoh benda cair yaitu air, minyak goreng, sirup, bensin, dan minyak tanah.","Contoh benda cair yaitu air, minyak gorneg, sirup, bensin, dan minyak tanah.",IPA,Transposition Error
"Ketika air berada di dalam gelas, bentuk air menyerupai gelas.","Ketika air berada di dalam gelas, benutk air menyerupai gelas.",IPA,Transposition Error
"Ketika air berada di dalam mangkuk, bentuk air menyerupai mangkuk.","Ketika air berada di dalam mangkuk, benutk air menyerupai mangkuk.",IPA,Transposition Error
Air hujan pasti akan mengalir dari atap rumah ke tempat yang lebih rendah.,Air hujan pasti akan mengalir dari pata rumah ke tempat yang lebih rendah.,IPA,Transposition Error
"Berdasarkan kegiatan di atas, kita dapat menyimpulkan sifat benda cair.","Berdasarkan kegiatan di atas, kita dapat menimpulkayn sifat benda cair.",IPA,Transposition Error
Benda gas adalah benda yang berwujud gas.,Enbda gas adalah benda yang berwujud gas.,IPA,Transposition Error
"Contoh benda gas yaitu udara yang dihirup, udara dihembuskan, dan angin.","Contoh benda gas yaitu udara yang dhiriup, udara dihembuskan, dan angin.",IPA,Transposition Error
Balon mengembang setelah ditiup.,Balon mengembang steleah ditiup.,IPA,Transposition Error
Balon bisa mengembang karena diisi udara yang ditiupkan.,Balon bisa mengembang karena diisi udara gyan ditiupkan.,IPA,Transposition Error
Udara tertampung di dalam balon sesuai dengan bentuk balon.,Udara tertampung di dalam balon sesuai denagn bentuk balon.,IPA,Transposition Error
Udara mengisi semua ruang yang ditempatinya.,Udara mengisi semua rugan yang ditempatinya.,IPA,Transposition Error
"Berdasarkan kegiatan di atas, kita bisa menyimpulkan sifat benda gas.","Berdasarkan kegiatan di atas, kita bisa menimpulkayn sifat benda gas.",IPA,Transposition Error
Benda padat memiliki bentuk dan ukuran yang tetap.,Benda padat memiliki bentuk dan ukuran gyan tetap.,IPA,Transposition Error
Benda cair memiliki bentuk yang sesuai dengan wadahnya dan mengalir ke tempat yang rendah.,Benda cair memiliki bentuk yang sesuai denagn wadahnya dan mengalir ke tempat yang rendah.,IPA,Transposition Error
Benda gas mengisi semua ruang yang ditempatinya.,Benda gas mengisi semua ruang yang ditmpatinyea.,IPA,Transposition Error
Air bukan hanya contoh benda cair.,Air bukan hanya cnotoh benda cair.,IPA,Transposition Error
Air juga merupakan contoh benda padat dan benda gas.,Air juga merupakan contoh benda padat dan benda ags.,IPA,Transposition Error
Air adalah satu-satunya benda yang dapat berada dalam tiga wujud.,Air adalah satu-satunya benda yang dapat berdaa dalam tiga wujud.,IPA,Transposition Error
Air dalam wujud padat yakni es batu sedangkan air dalam wujud gas yaitu uap air.,Air dalam wujud padat yakni es ubat sedangkan air dalam wujud gas yaitu uap air.,IPA,Transposition Error
"Saat malam hari, rumah kita diterangi cahaya lampu listrik.","Saat malam hari, rumah kita diterangi chayaa lampu listrik.",IPA,Transposition Error
Biasanya kita akan menyalakan lilin.,Biasanya kita akan menykalaan lilin.,IPA,Transposition Error
"Selain itu, semakin lama ukuran lilin semakin berkurang.","Selain itu, semkain lama ukuran lilin semakin berkurang.",IPA,Transposition Error
Benda dapat mengalami perubahan sifat.,Benda dapat mengalami peruabhan sifat.,IPA,Transposition Error
Ada beberapa faktor penyebab perubahan sifat benda.,Ada beberapa faktor penyebab perubahan sifat dbena.,IPA,Transposition Error
"Di antaranya karena pembakaran, pemanasan, dan dibiarkan di udara terbuka.","Di antaranya karena pembakaran, pemanasan, dan dbiairkan di udara terbuka.",IPA,Transposition Error
Kertas yang dibakar akan berubah bentuk dan warnanya.,Skerta yang dibakar akan berubah bentuk dan warnanya.,IPA,Transposition Error
"Bentuk kertas menjadi keriput, rapuh, dan warnanya menjadi hitam.","Bentuk kertas menjadi keriput, rapuh, dan warannya menjadi hitam.",IPA,Transposition Error
Ada beberapa benda yang seolah-olah hilang ketika dibakar.,Ada beberapa benda yang seolah-olah hilang ketkia dibakar.,IPA,Transposition Error
Contohnya adalah lilin pada cerita di atas.,Contohnya adalah lilin pada cerita di sata.,IPA,Transposition Error
Sebelum dibakar lilin berukuran panjang.,Sebelum dibakar lilin beruakurn panjang.,IPA,Transposition Error
"Namun, setelah dibakar ukuran lilin menjadi berkurang.","Namun, setelah dibakar ukuran lilin menjadi berukrang.",IPA,Transposition Error
Sebenarnya lilin tidak hilang.,Sebenarnya lilin atidk hilang.,IPA,Transposition Error
Tetapi lilin berubah wujud menjadi gas.,Tetapi lilin berubah wudju menjadi gas.,IPA,Transposition Error
Sifat benda akan berubah akibat pembakaran.,Sifat benda akan erbubah akibat pembakaran.,IPA,Transposition Error
Mula-mula margarin berwujud padat.,Mula-mula margarin beruwjud padat.,IPA,Transposition Error
"Namun, saat dipanaskan margarin berubah wujud menjadi cair.","Namun, saat dipanaskan margarin berubah wujud menajdi cair.",IPA,Transposition Error
Margarin dan lilin mencair ketika dipanaskan.,Margarin dan lilin meancir ketika dipanaskan.,IPA,Transposition Error
"Kesimpulannya, sifat benda akan berubah jika dipanaskan.","Kesimpulannya, sifat benda akan berubah jika dipnaskaan.",IPA,Transposition Error
Perubahan sifat benda dapat terjadi jika dibiarkan di udara terbuka.,Perubahan sifat benda dapat terjadi jika dbiairkan di udara terbuka.,IPA,Transposition Error
"Ketika tidak dipanaskan lagi dan dibiarkan di udara terbuka, margarin menjadi padat kembali.","Ketika tidak idpanaskan lagi dan dibiarkan di udara terbuka, margarin menjadi padat kembali.",IPA,Transposition Error
Benda yang dibiarkan di udara terbuka dapat mengalami perubahan sifat.,Benda yang dibiarkan di udara terbuka adpat mengalami perubahan sifat.,IPA,Transposition Error
Ada yang berubah wujud dari cair ke padat.,Ada yang berubah wujud dari cair ek padat.,IPA,Transposition Error
Ada pula yang berubah wujud dari padat ke cair.,Ada pula yang berubah wujud dari apdat ke cair.,IPA,Transposition Error
"Sifat benda berubah jika dibakar, dipanaskan, dan dibiarkan di udara terbuka.","Sifat benda berubah jika idbakar, dipanaskan, dan dibiarkan di udara terbuka.",IPA,Transposition Error
"Perubahan sifat itu dapat diamati dari bentuk, warna, bau, dan wujud benda.","Perubahan sifat itu dapat diamati dari benutk, warna, bau, dan wujud benda.",IPA,Transposition Error
Pembakaran merupakan salah satu penyebab perubahan sifat benda.,Pembakaran merupakan salah satu penyebab perubahan asift benda.,IPA,Transposition Error
"Agar pembakaran dapat terjadi, ada satu syarat yang harus dipenuhi, yaitu oksigen.","Agar pembakaran dapat terjadi, ada satu syaart yang harus dipenuhi, yaitu oksigen.",IPA,Transposition Error
Tanpa oksigen tak ada yang bisa terbakar.,Tanpa oksigen tak ada yang bisa terabkar.,IPA,Transposition Error
Di angkasa luar tidak ada oksigen.,Di angkasa luar tikda ada oksigen.,IPA,Transposition Error
Sehingga di sana kita tidak mungkin menyalakan api.,Sehingga di sana kita tidak mungkin menalakyan api.,IPA,Transposition Error
Setiap benda memiliki kegunaan.,Setiap benda memliiki kegunaan.,IPA,Transposition Error
Benda terbuat dari berbagai bahan.,Benda terbuat dari berbgaai bahan.,IPA,Transposition Error
Bahan memiliki sifat-sifat tertentu.,Bahan memiliki sift-siafat tertentu.,IPA,Transposition Error
Penggunaan bahan disesuaikan dengan fungsi benda tersebut.,Penggunaan bahan disesuaikan dengan fungsi benda teresbut.,IPA,Transposition Error
Benda yang fungsinya sama akan berbeda sifatnya jika terbuat dari bahan yang berbeda.,Benda yang fungsinya sama akan berbeda siftanya jika terbuat dari bahan yang berbeda.,IPA,Transposition Error
Misalnya kursi yang terbuat dari kayu akan berbeda sifatnya dengan kursi yang terbuat dari plastik.,Misalnya kursi yang terbuat dari kayu naka berbeda sifatnya dengan kursi yang terbuat dari plastik.,IPA,Transposition Error
Kursi kayu memiliki sifat yang kuat dan tahan lama.,Kursi kayu memiliki sifat yang kuat dan tahan alma.,IPA,Transposition Error
Sedangkan kursi plastik tidak sekuat kursi kayu.,Sedangkan kursi plastik tidak sekuat kursi ukay.,IPA,Transposition Error
"Berikut ini kita akan mempelajari kegunaan dari bahan plastik, kayu, kaca, dan kertas.","Berikut ini kita akan mempelajari kegunaan idar bahan plastik, kayu, kaca, dan kertas.",IPA,Transposition Error
"Plastik memiliki sifat mudah dibentuk, ringan, dan tidak menyerap air.","Plastik memiliki sifat mudah dibentuk, ringan, dan tidak menyepra air.",IPA,Transposition Error
Plastik tidak dapat menghantarkan panas dan listrik.,Plastik tidak dapat menghantarkan panas dan lisrtik.,IPA,Transposition Error
"Benda yang terbuat dari plastik contohnya payung, map plastik, ember plastik, gelas plastik, piring plastik, dan kantung belanja.","Benda yang terbuat dari plastik contohnya paynug, map plastik, ember plastik, gelas plastik, piring plastik, dan kantung belanja.",IPA,Transposition Error
Kayu berasal dari batang pohon.,Kayu berasal dari bantag pohon.,IPA,Transposition Error
Kayu banyak digunakan untuk membuat benda-benda yang dapat menahan beban.,Kayu banyak digunakan untuk membuat benda-benda gyan dapat menahan beban.,IPA,Transposition Error
Sifat kayu keras tetapi mudah dibentuk dan kuat.,Ifsat kayu keras tetapi mudah dibentuk dan kuat.,IPA,Transposition Error
Kayu juga digunakan untuk menyangga dalam pembangunan rumah atau gedung.,Kayu juga digunakan untuk menyangga dalam pemangubnan rumah atau gedung.,IPA,Transposition Error
Kayu mudah rusak jika tidak dilapisi.,Kayu mudah rusak ikja tidak dilapisi.,IPA,Transposition Error
"Oleh karena itu, kayu yang sudah dibentuk harus dilapisi dengan pernis atau cat.","Oleh karena itu, kayu yang sudah dibnetuk harus dilapisi dengan pernis atau cat.",IPA,Transposition Error
"Benda yang terbuat dari kayu, di antaranya tempat tidur, meja, kursi, lemari.","Benda yang terbuat dari kayu, di ntaraanya tempat tidur, meja, kursi, lemari.",IPA,Transposition Error
Kaca berwarna bening atau tembus pandang.,Kaca berwarna bening taau tembus pandang.,IPA,Transposition Error
Sehingga kita bisa mengetahui apa yang ada di dalamnya.,Sehingga kita bisa mengetahui apa yang ada di dlamnaya.,IPA,Transposition Error
Kaca bersifat mudah pecah.,Kaca bersifat amudh pecah.,IPA,Transposition Error
Kaca tidak dapat menyerap air.,Kaca tidak dapat mnyeraep air.,IPA,Transposition Error
"Kaca banyak digunakan untuk membuat piring, gelas, botol minuman, kaca jendela, cermin, dan lain- lain.","Kaca banyak digunakan untuk membuat piring, agels, botol minuman, kaca jendela, cermin, dan lain- lain.",IPA,Transposition Error
Kertas berasal dari serat kayu.,Kertas berasal dari setra kayu.,IPA,Transposition Error
"Kertas memiliki sifat mudah menyerap air dan tinta, ringan, dan mudah sobek.","Kertas memiliki sifat mudah menyerap air dan tinta, nrigan, dan mudah sobek.",IPA,Transposition Error
Kertas digunakan sebagai alat untuk menulis.,Kertas digunakan sebagai laat untuk menulis.,IPA,Transposition Error
"Benda yang terbuat dari kertas adalah buku tulis, buku pelajaran, majalah, koran, kardus, dan tisu.","Benda yang terbuat dari kertas adalah ubku tulis, buku pelajaran, majalah, koran, kardus, dan tisu.",IPA,Transposition Error
Kegunaannya ditunjang oleh bahan penyusunnya.,Kegunaannya ditunjang oleh banha penyusunnya.,IPA,Transposition Error
Kaca terbuat dari silika.,Kaca terbuat idar silika.,IPA,Transposition Error
Silika adalah senyawa kimia yang berasal dari pasir.,Silika adalah senyawa kimia yang berasal idar pasir.,IPA,Transposition Error
Silika dicairkan dengan suhu yang sangat panas.,Silika dicairkan dengan suhu yang sangat apnas.,IPA,Transposition Error
"Dalam kondisi cair itu, kaca dapat dibuat menjadi berbagai bentuk.","Dalam kondisi cair itu, kaca dapat dibaut menjadi berbagai bentuk.",IPA,Transposition Error
"Ada yang berbentuk botol, gelas, cangkir, vas bunga, dan lain-lain.","Ada yang berbentuk botol, gelas, cangkir, vas bunga, adn lain-lain.",IPA,Transposition Error
Piring fungsinya untuk tempat makanan.,Piring fungsinya untuk teampt makanan.,IPA,Transposition Error
"Perubahan sifat benda disebabkan oleh pemanasan, pembakaran, dan dibiarkan di udara terbuka.","Perubahan sifat benda disebabkan oleh pemanasan, pemakarban, dan dibiarkan di udara terbuka.",IPA,Transposition Error
Penggunaan suatu bahan disesuaikan dengan fungsi benda tersebut.,Penggunaan suatu bahan disesuaikan dengan fungsi dbena tersebut.,IPA,Transposition Error
"Macam-macam bahan yaitu plastik, kayu, kaca, dan kertas.","Maam-mcacam bahan yaitu plastik, kayu, kaca, dan kertas.",IPA,Transposition Error
Menyimpulkan hasil pengamatan bahwa gerak benda dipengaruhi oleh bentukdan ukuran.,Menyimpulkan hasil pengamatan bahwa gerak benda dipngareuhi oleh bentukdan ukuran.,IPA,Transposition Error
"Mendeskripsikan hasil pengamatan tentang pengaruh energi panas, gerak, getaran dalam kehidupan sehari-hari.","Mendeskripsikan hasil pengamatan tentang pengaruh energi apnas, gerak, getaran dalam kehidupan sehari-hari.",IPA,Transposition Error
Sebuah benda dikatakan bergerak apabila kedudukan benda berubah dari posisi semula.,Sebuah dbena dikatakan bergerak apabila kedudukan benda berubah dari posisi semula.,IPA,Transposition Error
"Misalnya, kamu berjalan dari pintu rumah sampai pagar.","Misalnya, kamu berjalan dari pintu rumah samapi pagar.",IPA,Transposition Error
Berarti kamu bergerak terhadap pintu.,Berarti kamu bergerak terhdaap pintu.,IPA,Transposition Error
"Contoh lainnya, mobil yang bergerak dari rumahmu menuju jalan raya.","Contoh lainnya, mobil yang bergerak dari rumhamu menuju jalan raya.",IPA,Transposition Error
Berarti mobil bergerak terhadap rumah.,Berarti mobil bergerak terhdaap rumah.,IPA,Transposition Error
Benda ada yang bergerak dengan sendirinya dan ada pula yang tidak.,Benda ada yang bergerak dengan sendirinya dan ada paul yang tidak.,IPA,Transposition Error
Benda yang dapat bergerak dengan sendirinya adalah makhluk hidup.,Benda yang dapat bergerak dengan sendirinya adaalh makhluk hidup.,IPA,Transposition Error
Karena salah satu ciri makhluk hidup adalah dapat bergerak.,Karena salah satu ciri makhluk hidup adaalh dapat bergerak.,IPA,Transposition Error
Benda yang tidak bisa bergerak dengan sendirinya adalah benda tidak hidup.,Benda yang tidak bisa bergerak dengan senirindya adalah benda tidak hidup.,IPA,Transposition Error
"Agar dapat bergerak, benda tidak hidup harus mendapatkan bantuan atau pengaruh dari luar.","Agar dapat bergerak, benda tidak hidup uhars mendapatkan bantuan atau pengaruh dari luar.",IPA,Transposition Error
"Contohnya, bola bergerak jika ditendang.","Contohnya, bola bergerak ikja ditendang.",IPA,Transposition Error
Gerak jatuh dialami oleh benda yang dilepaskan dari ketinggian tertentu.,Gerak jatuh dialami oleh benda yang dilpaskean dari ketinggian tertentu.,IPA,Transposition Error
Misalnya pensil dijatuhkan dari atas meja.,Misalnya pensil dijatuhkan ardi atas meja.,IPA,Transposition Error
Atau gerakan melompat ketika kamu menceburkan tubuhmu ke kolam renang.,Atau gerakan melompat ketika kamu menceburkan tbuhumu ke kolam renang.,IPA,Transposition Error
Semua benda bisa mengalami gerak jatuh.,Semua benda bisa engamlami gerak jatuh.,IPA,Transposition Error
Asalkan bergerak dari suatu ketinggian jatuh ke bawah.,Asalkan bergerak dari suatu ektinggian jatuh ke bawah.,IPA,Transposition Error
Benda yang bergerak meluncur adalah benda yang bergerak dengan menggunakan satu sisi permukaannya.,Benda gyan bergerak meluncur adalah benda yang bergerak dengan menggunakan satu sisi permukaannya.,IPA,Transposition Error
Misalnya ketika kamu bermain papan luncur di kolam renang.,Misalnya ketika kamu bermain papan luncur id kolam renang.,IPA,Transposition Error
Tubuhmu akan meluncur dan yang terkena hanya sisi belakang tubuhmu saja.,Tubuhmu akan meluncur dan yang terkena yhana sisi belakang tubuhmu saja.,IPA,Transposition Error
Contoh lainnya ketika kamu bermain ice skating.,Contoh lainnya ketika kamu bermain ice skaitng.,IPA,Transposition Error
Kamu juga melakukan gerakan meluncur karena hanya sisi bawah sepatunya saja yang bergerak.,Kamu juga melakukan gerakan meluncur karena yhana sisi bawah sepatunya saja yang bergerak.,IPA,Transposition Error
Gerakan meluncur terjadi jika lintasan yang dilewati permukaannya licin.,Gerakan meluncur terjadi jika lintasan yang dilweati permukaannya licin.,IPA,Transposition Error
Ban sepeda yang sedang melaju bergerak berputar.,Ban sepeda yang sedang melaju bergerak beruptar.,IPA,Transposition Error
Gerak berputar terjadi pada benda yang berbentuk lingkaran.,Gerak berputar terjadi pada benda yang erbebntuk lingkaran.,IPA,Transposition Error
Contoh lainnya adalah gerakan baling-baling yang berputar jika terkena angin.,Contoh lainnya adalah gerakan baling-baling yang beruptar jika terkena angin.,IPA,Transposition Error
Bola yang dimainkan bergerak ke segala arah jika ditendang.,Bola yang dimainkan bergerak ke segala hara jika ditendang.,IPA,Transposition Error
Bola berbentuk bundar.,Bola berbentuk bunadr.,IPA,Transposition Error
"Jika ditendang atau dilempar, bola akan bergerak menggelinding.","Jika ditendang atau dilempar, bola akan beregrak menggelinding.",IPA,Transposition Error
"Selain berputar pada porosnya, bola juga bergerak berpindah.","Selain berputar pada porosnya, bola juga beregrak berpindah.",IPA,Transposition Error
Gerakan seperti itu disebut gerakan menggelinding.,Gerakan seperti itu dibseut gerakan menggelinding.,IPA,Transposition Error
Contoh lainnya adalah kelereng yang bergerak.,Contoh lainnya adalah keleenrg yang bergerak.,IPA,Transposition Error
Gerak kelereng termasuk gerak menggelinding.,Gerak kelereng termasuk gekra menggelinding.,IPA,Transposition Error
"Gerak memantul dialami oleh benda berbentuk bulat, misalnya bola.","Gerak memantul dialami oleh benda berbentuk abult, misalnya bola.",IPA,Transposition Error
Gerak memantul terjadi jika bola jatuh dan mengenai bidang yang keras.,Gerak memantul terjadi jika bola jatuh dan mengenai gbidan yang keras.,IPA,Transposition Error
"Setelah mengenai bidang keras tersebut, bola akan bergerak memantul.","Setelah mengenai bidang keras tersebut, bola naka bergerak memantul.",IPA,Transposition Error
"Gerak mengalir hanya terjadi pada benda cair saja, seperti air, susu, minyak, dan madu.","Gerak mengalir hanya terjadi pada benda rcai saja, seperti air, susu, minyak, dan madu.",IPA,Transposition Error
Gerak mengalir bisa kita lihat pada air sungai yang mengalir.,Gerak mengalir bisa kita lihat pada air sungai ygan mengalir.,IPA,Transposition Error
Air yang mengalir bergerak dari tempat yang tinggi ke tempat yang rendah.,Air gyan mengalir bergerak dari tempat yang tinggi ke tempat yang rendah.,IPA,Transposition Error
Air hujan di atap rumah akan mengalir ke bawah menuju tempat yang lebih rendah.,Air hujan di atap rumah akan menaglir ke bawah menuju tempat yang lebih rendah.,IPA,Transposition Error
Gerak benda dipengaruhi oleh bentuk dan ukuran benda.,Gerak benda dipengaruhi oleh bentuk dan ukuarn benda.,IPA,Transposition Error
Benda di sekelilingmu memiliki bentuk yang berbeda-beda.,Benda di sekelilingmu memiliki bentuk yang erbeda-bedba.,IPA,Transposition Error
Ada yang berbentuk bundar dan ada yang berbentuk kotak.,Ada gyan berbentuk bundar dan ada yang berbentuk kotak.,IPA,Transposition Error
Perbedaan bentuk benda tersebut memengaruhi gerak benda.,Perbedaan bentuk dbena tersebut memengaruhi gerak benda.,IPA,Transposition Error
Benda yang berbentuk bundar akan mudah bergerak dibandingkan benda yang kotak.,Benda yang berbentuk bundar akan mudah beregrak dibandingkan benda yang kotak.,IPA,Transposition Error
Karena permukaan bola yang tidak datar menyebabkannya sangat mudah untuk bergerak.,Karena permukaan bola yang tidak datar menebabkannyya sangat mudah untuk bergerak.,IPA,Transposition Error
"Benda yang berbentuk bundar, misalnya bola dan kelereng.","Enbda yang berbentuk bundar, misalnya bola dan kelereng.",IPA,Transposition Error
"Sedangkan benda yang berbentuk kotak, misalnya kardus, lemari, buku.","Sedangkan benda yang berbentuk kotak, misalnya karuds, lemari, buku.",IPA,Transposition Error
Ketika kamu melempar kerikil jaraknya lebih jauh dibandingkan kamu melempar batu besar.,Ketika kamu melempar kerikil jaraknya lebih hjau dibandingkan kamu melempar batu besar.,IPA,Transposition Error
Benda yang berukuran kecil dan ringan akan mudah bergerak dan jarak tempuhnya jauh.,Benda yang berukuran kecil dan ringan naka mudah bergerak dan jarak tempuhnya jauh.,IPA,Transposition Error
Sedangkan benda yang berukuran besar dan berat agak sulit untuk bergerak dan jarak tempuhnya tidak jauh.,Sedangkan benda yang berukuran besar dan abert agak sulit untuk bergerak dan jarak tempuhnya tidak jauh.,IPA,Transposition Error
"Jenis gerak benda yaitu gerak jatuh, meluncur, berputar, menggelinding, memantul, dan mengalir.","Jenis gerak benda yaitu gerak jatuh, melnucur, berputar, menggelinding, memantul, dan mengalir.",IPA,Transposition Error
Gerak benda dipengaruhi bentuk dan ukuran benda.,Gerak dbena dipengaruhi bentuk dan ukuran benda.,IPA,Transposition Error
Benda yang bergerak memiliki energi.,Benda yang bergerak memiikli energi.,IPA,Transposition Error
"Semakin cepat geraknya, semakin besar energinya.","Semakin cepat geraknya, sekmain besar energinya.",IPA,Transposition Error
Energi yang dimiliki pada benda yang bergerak disebut energi kinetik.,Energi yang dimiliki pada benda yang beregrak disebut energi kinetik.,IPA,Transposition Error
Energi adalah sesuatu yang menyebabkan benda bisa berfungsi dengan baik.,Energi adalah sesuatu yang menyebabkan benda abis berfungsi dengan baik.,IPA,Transposition Error
"Tanpa energi, benda tidak akan bermanfaat.","Tanpa energi, benda tikda akan bermanfaat.",IPA,Transposition Error
Energi ada di sekitar kita.,Energi ada di setkiar kita.,IPA,Transposition Error
"Misalnya ketika membawa tas, kamu menggunakan energi berupa tenagamu.","Misalnya ketika membawa tas, kamu menggunakan enegri berupa tenagamu.",IPA,Transposition Error
Semua kegiatan yang kita lakukan menggunakan energi.,Semua kegiatan yang kita lakukan menggunakan enegri.,IPA,Transposition Error
Benda tidak hidup juga menggunakan energi.,Benda tidak hidup ugja menggunakan energi.,IPA,Transposition Error
Mobil bisa bergerak karena ada energi dari bahan bakar.,Mobil bisa bergerak karena ada energi idar bahan bakar.,IPA,Transposition Error
Televisi bisa menghasilkan gambar dan suara karena ada energi dari listrik.,Televisi bisa menghasilkan gambar dan suara karnea ada energi dari listrik.,IPA,Transposition Error
"Kita akan membahas tiga jenis energi, yaitu energi panas, gerak, dan getaran.","Kita akan membahas tiga jenis energi, tyaiu energi panas, gerak, dan getaran.",IPA,Transposition Error
Energi panas adalah energi yang membuat benda dapat menghasilkan panas.,Energi panas adalah energi yang membuat dbena dapat menghasilkan panas.,IPA,Transposition Error
"Benda yang menghasilkan panas, di antaranya adalah kompor.","Benda yang menghasilkan panas, di antaranya adaalh kompor.",IPA,Transposition Error
Kompor mendapatkan energi panas dari minyak tanah atau gas.,Kompor mendapatkan energi panas dari minyak atnah atau gas.,IPA,Transposition Error
Kompor digunakan untuk memasak.,Rkompo digunakan untuk memasak.,IPA,Transposition Error
Panas yang dihasilkan kompor membuat makanan menjadi matang.,Panas yang dihasilkan kompor membuat makanan menajdi matang.,IPA,Transposition Error
Benda lain yang menghasilkan energi panas adalah setrika.,Benda lain yang menghasilkan energi panas adaalh setrika.,IPA,Transposition Error
"Setrika menghasilkan energi panas, sehingga kain kusut dapat menjadi licin.","Setrika menghasilkan energi panas, sehingga kain uksut dapat menjadi licin.",IPA,Transposition Error
Matahari juga menghasilkan energi panas.,Matahari juga menghasilkan engeri panas.,IPA,Transposition Error
Panas matahari menyebabkan pakaian yang basah menjadi kering.,Panas matahari menyebabkan pakaian yang basah menajdi kering.,IPA,Transposition Error
"Selain energi panas, dalam kehidupan sehari-hari juga dikenal energi gerak.","Selain energi panas, dalam kehidupan sehari-hari ajug dikenal energi gerak.",IPA,Transposition Error
Energi gerak yaitu energi yang membuat benda menjadi bergerak.,Energi gerak yaitu energi yang membuat dbena menjadi bergerak.,IPA,Transposition Error
Misalnya kincir angin ketika terkena angin akan berputar.,Misalnya kincir angin ketika terkena angin naka berputar.,IPA,Transposition Error
Angin menghasilkan energi gerak yang menyebabkan kincir angin berputar.,Angin menghasilkan energi gerak yang menyebabkan kinicr angin berputar.,IPA,Transposition Error
Contoh lainnya adalah kipas angin.,Contoh lainnya adalah kispa angin.,IPA,Transposition Error
Kipas angin akan berputar ketika disambungkan dengan arus listrik.,Kipas angin akan berputar ketika disambungkan denagn arus listrik.,IPA,Transposition Error
Listrik menyebabkan kipas angin berputar.,Listrik menyebabkan kipas agnin berputar.,IPA,Transposition Error
Sepeda yang kamu kayuh pun menghasilkan energi gerak.,Sepeda yang kamu kayuh pun menghasilkan enegri gerak.,IPA,Transposition Error
Energi gerak ditandai dengan berputarnya ban dan gerak yang membuat sepeda melaju.,Energi gerak ditandai dengan berputarnya ban dan gerak ygan membuat sepeda melaju.,IPA,Transposition Error
