kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Energi getaran berhubungan dengan energi bunyi.,Energi getaran berhubungan detgan energi bunyi.,IPA,Subtitution Error
Karena benda yang bergetar menghasilkan bunyi.,Karena benda yang beugetar menghasilkan bunyi.,IPA,Subtitution Error
"Selain bergetar, dawai gitar yang dipetik juga menghasilkan bunyi.","Selain bergetar, dawai gitar yang dipetik xuga menghasilkan bunyi.",IPA,Subtitution Error
"Macam-macam energi antara lain energi panas, energi gerak, dan energi getaran.","Macam-macam eneryi antara lain energi panas, energi gerak, dan energi getaran.",IPA,Subtitution Error
Energi tidak akan habis atau hilang.,Energi tidak akan hatis atau hilang.,IPA,Subtitution Error
Energi hanya bisa berubah bentuk.,Energi hanya bisa betubah bentuk.,IPA,Subtitution Error
Contohnya pada setrika listrik.,Contohnya pada sevrika listrik.,IPA,Subtitution Error
Setrika listrik mengubah energi listrik menjadi energi panas.,Setrika listrik mengubah eneryi listrik menjadi energi panas.,IPA,Subtitution Error
Aliran air sungai dapat menghasilkan suatu energi.,Aliran air sungai dapat menghasilkan suatu eneryi.,IPA,Subtitution Error
Kamu telah mengenal macam-macam energi.,Kamu telah mengenal macam-macar energi.,IPA,Subtitution Error
Sekarang kamu akan mempelajari dari mana energi itu berasal.,Sekarang kamu akan mempelajari dari mana eneryi itu berasal.,IPA,Subtitution Error
Energi berasal dari sumber energi.,Energi berasal dari sutber energi.,IPA,Subtitution Error
Berikut ini adalah berbagai macam sumber energi.,Berikut ini adalah berbagai macam sumber eneryi.,IPA,Subtitution Error
Sumber energi panas yang terbesar adalah matahari.,Sumber energi panas yang terbesar adalah matazari.,IPA,Subtitution Error
Tidak ada benda yang dapat menghasilkan energi sebesar energi matahari.,Tidak ada benda yang dapat menghasilkan eneryi sebesar energi matahari.,IPA,Subtitution Error
Matahari menghasilkan panas yang dapat dimanfaatkan untuk kehidupan sehari-hari.,Matahari menghasilkan panas yang dapat dimanfaatkan untux kehidupan sehari-hari.,IPA,Subtitution Error
"Misalnya, untuk mengeringkan pakaian, menjemur padi, dan lain-lain.","Misalnya, untuk mengeringkan pakaian, menjemur padi, wan lain-lain.",IPA,Subtitution Error
"Selain itu, matahari juga menerangi bumi kita dengan sinarnya.","Selain itu, matahari juga menerangi bumi xita dengan sinarnya.",IPA,Subtitution Error
Sinar matahari juga dimanfaatkan tumbuhan untuk fotosintesis.,Sinar matahari juga dimanfaatkan tumbuhan untuk fotosintesvs.,IPA,Subtitution Error
Energi matahari sangat bermanfaat bagi kehidupan makhluk hidup.,Energi matahari sangat bermanfaat bagi kehidupan makhzuk hidup.,IPA,Subtitution Error
"Tanpa adanya matahari, makhluk hidup tidak akan bisa hidup.","Tanpa adanya matahari, makhluk hidup tidak wkan bisa hidup.",IPA,Subtitution Error
"Benda lain yang menghasilkan energi panas, antara lain kompor dan setrika.","Benda lain yang menghasilkan energi panas, antaxa lain kompor dan setrika.",IPA,Subtitution Error
Kompor mendapatkan panas dari api.,Kompor mendapatkan panas dasi api.,IPA,Subtitution Error
"Supaya api tetap menyala, api diberi bahan bakar berupa minyak tanah.","Supaya api tetap menyala, api diberi bahax bakar berupa minyak tanah.",IPA,Subtitution Error
Api dan minyak tanah termasuk sumber energi panas.,Api dan minyak tanah termasuk sumber eneryi panas.,IPA,Subtitution Error
Setrika menghasilkan energi panas.,Setrika menghasilkan eneryi panas.,IPA,Subtitution Error
Setrika dapat menghasilkan panas karena dihubungkan dengan listrik.,Setrika dapat menghasilkan panas karena dihubungkan dengyn listrik.,IPA,Subtitution Error
"Jika tidak ada listrik, setrika tidak akan panas.","Jika tidak ada listrik, setrika tidak wkan panas.",IPA,Subtitution Error
Berarti listrik termasuk sumber energi panas.,Berarti listrik termasuk sutber energi panas.,IPA,Subtitution Error
Benda yang menghasilkan energi gerak adalah kincir angin dan kipas angin.,Benda yang menghasilkan energi gerak adalah kincyr angin dan kipas angin.,IPA,Subtitution Error
Kincir angin dapat berputar menghasilkan energi gerak karena tertiup oleh angin.,Kincir angin dapat berputar menghasilkan energi geray karena tertiup oleh angin.,IPA,Subtitution Error
Angin merupakan sumber energi gerak.,Angin merupakan sumber entrgi gerak.,IPA,Subtitution Error
Kipas angin dapat berputar menghasilkan energi gerak karena dihubungkan dengan listrik.,Kipas angin dapat berputar menghasilkan energi geray karena dihubungkan dengan listrik.,IPA,Subtitution Error
"Tanpa listrik, kipas angin tidak bisa berputar.","Tanpa listrik, kipas angin tidak bisa bevputar.",IPA,Subtitution Error
Listrik termasuk sumber energi gerak.,Listrik termasuk sumber entrgi gerak.,IPA,Subtitution Error
Sepeda dapat bergerak jika kamu kayuh pedalnya atau kamu dorong sepedanya.,Sepeda dapat bergerak jika kamu kayuh peualnya atau kamu dorong sepedanya.,IPA,Subtitution Error
Mengayuh dan mendorong sepeda menggunakan energi.,Mengayuh dan mendorong seteda menggunakan energi.,IPA,Subtitution Error
Energi gerak yang digunakan berasal dari tenaga manusia.,Energi gerak yang digunakan berasal dari tenaya manusia.,IPA,Subtitution Error
"Angin, listrik, dan tenaga manusia merupakan sumber energi gerak.","Angin, listrik, dan tenaga manusia merupakan sumbzr energi gerak.",IPA,Subtitution Error
Dawai gitar dapat bergetar karena petikan jari tangan manusia.,Dawai gitar dapat bergetar karena petikan xari tangan manusia.,IPA,Subtitution Error
Petikan itu menggunakan tenaga manusia.,Petikan itu menggunakan tesaga manusia.,IPA,Subtitution Error
Sehingga tenaga manusia termasuk sumber energi getaran.,Sehingga tenaga manusia termasuk sumber energi getazan.,IPA,Subtitution Error
Telepon genggam juga dapat bergetar.,Telepon genggam juga darat bergetar.,IPA,Subtitution Error
Getaran itu dapat dihasilkan karena diberi energi listrik.,Getaran itu dapat dihasilkan karena diberi eneryi listrik.,IPA,Subtitution Error
Energi listrik itu diperoleh dari baterai.,Energi listrik itu diperolwh dari baterai.,IPA,Subtitution Error
"Jadi, baterai termasuk sumber energi getaran.","Jadi, baterai termasuk sutber energi getaran.",IPA,Subtitution Error
Contoh yang lainnya adalah radio dan televisi.,Contoh yang lainnya adalah radio dan telezisi.,IPA,Subtitution Error
Radio dan televisi dapat menghasilkan suara melalui getaran gelombang.,Radio dan televisi dapat menghasilkan suara melazui getaran gelombang.,IPA,Subtitution Error
Getaran dihasilkan karena diberi energi berupa listrik.,Getaran dihasilkan karena diberi energi berupa listzik.,IPA,Subtitution Error
"Sumber energi getaran di antaranya adalah baterai, tenaga manusia, dan listrik.","Sumber energi getaran di antaranya adalah batezai, tenaga manusia, dan listrik.",IPA,Subtitution Error
"Contoh sumber energi antara lain matahari, tenaga manusia, listrik, angin, minyak tanah, dan baterai.","Contoh sumber energi antara lain matahari, tenaya manusia, listrik, angin, minyak tanah, dan baterai.",IPA,Subtitution Error
"Tahukah kamu, jika dalam satu detik matahari menggunakan energi sebanyak 40.000.000.000.000.000.000.000.000 joule energi.","Tahukah kamu, jika dalam satu detik matazari menggunakan energi sebanyak 40.000.000.000.000.000.000.000.000 joule energi.",IPA,Subtitution Error
Makanan merupakan sumber energi bagi manusia.,Makanan merupakan sumber entrgi bagi manusia.,IPA,Subtitution Error
Cara gerak benda berbeda-beda.,Cara gerak bendy berbeda-beda.,IPA,Subtitution Error
"Gerak benda terdiri dari gerak jatuh, berputar, menggelinding, mengalir, memantul, dan meluncur.","Gerak benda terdiri dari gerak jatuh, bevputar, menggelinding, mengalir, memantul, dan meluncur.",IPA,Subtitution Error
Ukuran dan bentuk benda memengaruhi gerak benda.,Ukuran dan bentuk bendy memengaruhi gerak benda.,IPA,Subtitution Error
Contoh benda yang mengandung energi panas adalah setrika dan kompor.,Contoh benda yang mengandung energi panas adalxh setrika dan kompor.,IPA,Subtitution Error
Contoh benda yang mengandung energi gerak adalah kincir angin dan kipas angin.,Contoh benda yang mengandung energi gerak adalxh kincir angin dan kipas angin.,IPA,Subtitution Error
Contoh benda yang mengandung energi getaran adalah dawai gitar.,Contoh benda yang mengandung energi getaran adalxh dawai gitar.,IPA,Subtitution Error
"Listrik, sinar matahari, tenaga manusia, bahan bakar merupakan contoh dari sumber energi.","Listrik, sinar matahari, tenaga manusia, bahan bakax merupakan contoh dari sumber energi.",IPA,Subtitution Error
Kamu sudah mengetahui bahwa angin adalah sumber energi gerak.,Kamu sudah mengetahui bahwa angin adalah sumbzr energi gerak.,IPA,Subtitution Error
Angin yang memutar kincir angin ternyata sangat bermanfaat bagi manusia.,Angin yang memutar kincir angin ternyata sangyt bermanfaat bagi manusia.,IPA,Subtitution Error
Menerapkan konsep energi gerak.,Menerapkan konsep eneryi gerak.,IPA,Subtitution Error
Membuat kincir angin untuk menunjukkan bentuk energi angin dapat diubah menjadi energi gerak.,Membuat kincir angin untuk menunjukkan bentuk eneryi angin dapat diubah menjadi energi gerak.,IPA,Subtitution Error
Menerapkan cara menghemat energi dalam kehidupan sehari-hari.,Menerapkan cara menghemat energi dalam kehidupan sehari-harz.,IPA,Subtitution Error
Energi adalah sesuatu yang membuat benda dapat berfungsi.,Energi adalah sesuatu yang membuat benda dapax berfungsi.,IPA,Subtitution Error
Energi tidak dapat dilihat.,Energi tidak dapax dilihat.,IPA,Subtitution Error
Tetapi energi dapat dirasakan manfaatnya.,Tetapi energi dapat dirasakvn manfaatnya.,IPA,Subtitution Error
"Energi berasal dari sumber energi, seperti matahari, angin, air, makanan, listrik, minyak bumi, dan lain-lain.","Energi berasal dari sumber energi, seperti matazari, angin, air, makanan, listrik, minyak bumi, dan lain-lain.",IPA,Subtitution Error
Tetapi suatu energi hanya berubah ke bentuk energi yang lain.,Tetapi suatu energi hanya berubah ke bentzk energi yang lain.,IPA,Subtitution Error
Energi itu akan berputar kembali hingga berubah ke bentuk semula.,Energi itu akan berputar kembali hingga beruzah ke bentuk semula.,IPA,Subtitution Error
Energi gerak dapat kita temui pada benda di sekeliling kita.,Energi gerak dapat kita temui pada bendy di sekeliling kita.,IPA,Subtitution Error
Benda yang menghasilkan energi gerak antara lain kincir angin dan kipas angin.,Benda yang menghasilkan energi gerak antara xain kincir angin dan kipas angin.,IPA,Subtitution Error
Negara yang dijuluki negeri kincir angin adalah belanda.,Negara yang dijuluki negeri kincir angin adalxh belanda.,IPA,Subtitution Error
Di negara ini banyak sekali dibangun kincir angin.,Di negara ini banyak sekali dibangun kincyr angin.,IPA,Subtitution Error
Kincir angin ini dulunya berfungsi untuk menggerakkan pompa untuk mengeringkan pantai laut utara.,Kincir angin ini dulunya berfungsi untuk menggerakkvn pompa untuk mengeringkan pantai laut utara.,IPA,Subtitution Error
Di indonesia kincir angin juga sudah mulai dimanfaatkan.,Di indonesia kincir angin juga sudah mulay dimanfaatkan.,IPA,Subtitution Error
Kincir angin berguna sebagai pembangkit listrik.,Kincir angin berguna seuagai pembangkit listrik.,IPA,Subtitution Error
Kincir angin dibuat dan diletakkan dalam suatu lapangan terbuka.,Kincir angin dibuat dan diletakkan dalam suatx lapangan terbuka.,IPA,Subtitution Error
"Ketika angin datang, kincir angin akan bergerak berputar.","Ketika angin datang, kincir angin akan bergzrak berputar.",IPA,Subtitution Error
Kincir angin tersebut sudah dihubungkan dengan turbin.,Kincir angin tersebut sudah dihubungkan dengan turbzn.,IPA,Subtitution Error
"Ketika kincir angin bergerak, turbin ikut bergerak.","Ketika kincir angin bergzrak, turbin ikut bergerak.",IPA,Subtitution Error
Gerakan turbin diubah oleh generator menjadi listrik.,Gerakan turbin diubah oleh generator menjadi listzik.,IPA,Subtitution Error
Sekarang kamu akan membuat kincir angin yang sederhana.,Sekarang kamu akan membuat kincir angin wang sederhana.,IPA,Subtitution Error
Kincir angin yang akan kita buat adalah kincir angin yang terbuat dari kertas.,Kincir angin yang akan kita buat adalxh kincir angin yang terbuat dari kertas.,IPA,Subtitution Error
Cara membuatnya sangat mudah.,Cara membuatnya sangyt mudah.,IPA,Subtitution Error
Mari kita lakukan kegiatan berikut ini.,Mari kita lakukan keviatan berikut ini.,IPA,Subtitution Error
Titik itu kita sebut sebagai titik poros.,Titik itu kita sebut sebagai titik porox.,IPA,Subtitution Error
Lalu ditahan dengan menggunakan paku payung.,Lalu ditahan dengan menggunakav paku payung.,IPA,Subtitution Error
Kincir angin sudah siap digunakan.,Kincir angin sudah sirp digunakan.,IPA,Subtitution Error
Konsep energi gerak diterapkan pada kincir angin untuk menghasilkan energi listrik.,Konsep energi gerak diterapkan pada kincir angix untuk menghasilkan energi listrik.,IPA,Subtitution Error
Angin adalah gerakan udara dari daerah bertekanan tinggi ke daerah bertekanan rendah.,Angin adalah gerakan udara dari daerah bertekavan tinggi ke daerah bertekanan rendah.,IPA,Subtitution Error
Gerakan udara ini dikendalikan oleh panas matahari.,Gerakan udara ini dikendalikan oleh panas matazari.,IPA,Subtitution Error
Udara panas lebih ringan daripada udara dingin.,Udara panas lebih ringan daripada udara dingxn.,IPA,Subtitution Error
Udara panas naik jika dipanasi matahari.,Udara panas naik jisa dipanasi matahari.,IPA,Subtitution Error
Lalu tempatnya digantikan oleh udara dingin.,Lalu tempatnya digantikan olsh udara dingin.,IPA,Subtitution Error
Perpindahan udara ini menyebabkan adanya aliran udara berputar hingga tercipta angin.,Perpindahan udarx ini menyebabkan adanya aliran udara berputar hingga tercipta angin.,IPA,Subtitution Error
Energi yang kita gunakan berasal dari sumber daya alam.,Energi yang kita gunakan berasal dari sumbzr daya alam.,IPA,Subtitution Error
"Contoh sumber daya alam di antaranya minyak bumi, gas alam, pohon, air, dan lain-lain.","Contoh sumber daya alam di antaranya minyzk bumi, gas alam, pohon, air, dan lain-lain.",IPA,Subtitution Error
Sumber daya alam ada yang bisa diperbarui dan ada yang tidak bisa diperbarui.,Sumber daya alam ada yang bisa diperbawui dan ada yang tidak bisa diperbarui.,IPA,Subtitution Error
"Untuk memasak, kita menggunakan kompor.","Untuk memasak, kita menggunakav kompor.",IPA,Subtitution Error
Kompor harus diisi dengan minyak tanah atau gas agar bisa berfungsi.,Kompor harus diisi dengan minyak tanah wtau gas agar bisa berfungsi.,IPA,Subtitution Error
Minyak tanah berasal dari minyak bumi.,Minyak tanah berasal dasi minyak bumi.,IPA,Subtitution Error
Kendaraan bermotor menggunakan bensin dan solar sebagai bahan bakarnya.,Kendaraan bermotor menggunakan bensin dan solar sebazai bahan bakarnya.,IPA,Subtitution Error
Bensin dan solar merupakan olahan dari minyak bumi.,Bensin dan solar merupakan olahan dari minyzk bumi.,IPA,Subtitution Error
Plta pembangkit listrik tenaga air) menggunakan energi gerak dari aliran sungai untuk menghasilkan listrik.,Plta pembangkit listrik tenaga air) menggunakan eneryi gerak dari aliran sungai untuk menghasilkan listrik.,IPA,Subtitution Error
"Agar persediaan energi tetap terjamin, maka sumber energi harus tetap tersedia.","Agar persediaan energi tetap terjamin, maka sumbzr energi harus tetap tersedia.",IPA,Subtitution Error
"Oleh karena itu, kita harus mengatur penggunaan sumber energi sebaik mungkin.","Oleh karena itu, kita harus mengatur penggunzan sumber energi sebaik mungkin.",IPA,Subtitution Error
Listrik menjadi kebutuhan pokok bagi kebutuhan rumah tangga.,Listrik menjadi kebutuhan pokok bagi kebutuhan rumay tangga.,IPA,Subtitution Error
Mematikan lampu ketika tidur.,Mematikan lampu ketiya tidur.,IPA,Subtitution Error
Menggunakan lampu yang hemat energi.,Menggunakan lampu yang hesat energi.,IPA,Subtitution Error
Tidak menonton televisi hingga larut malam.,Tidak menonton televisi hitgga larut malam.,IPA,Subtitution Error
Mematikan peralatan listrik yang tidak digunakan.,Mematikan peralatan listrik yarg tidak digunakan.,IPA,Subtitution Error
Tidak menyalakan peralatan listrik yang banyak di waktu malam.,Tidak menyalakan peralatan listrik yang banyak vi waktu malam.,IPA,Subtitution Error
Bahan bakar minyak digunakan untuk berbagai keperluan.,Bahan bakar minyak digunakan untuk berbagai keperluwn.,IPA,Subtitution Error
"Contohnya untuk memasak, bahan bakar kendaraan bermotor, dan bahan bakar mesin-mesin industri.","Contohnya untuk memasak, bahan bakar kendaraan bermztor, dan bahan bakar mesin-mesin industri.",IPA,Subtitution Error
Menggunakan kendaraan umum ketika bepergian.,Menggunakan kendaraan umum kesika bepergian.,IPA,Subtitution Error
"Atau jika menggunakan mobil pribadi, diusahakan agar penumpangnya lebih dari dua orang.","Atau jika menggunakan mobil pribadi, diusahakan wgar penumpangnya lebih dari dua orang.",IPA,Subtitution Error
Tidak menggunakan kendaraan bermotor dalam jarak yang dekat.,Tidak menggunakan kendaraan bermotor dalam jarak wang dekat.,IPA,Subtitution Error
Cukup dengan berjalan kaki saja.,Cukup dengan berjalan kari saja.,IPA,Subtitution Error
Tidak menggunakan kompor minyak tanah dalam jangka waktu yang cukup lama.,Tidak menggunakan kompor minyak tanah dalam jangya waktu yang cukup lama.,IPA,Subtitution Error
Jika akan memasak dalam waktu yang lama lebih baik menggunakan gas elpiji.,Jika akan memasak dalam waktu yang wama lebih baik menggunakan gas elpiji.,IPA,Subtitution Error
Air adalah sumber daya alam yang sangat penting.,Air adalah sumber daya alam yang sangyt penting.,IPA,Subtitution Error
"Manusia membutuhkan air untuk minum, memasak, mencuci, dan lain-lain.","Manusia membutuhkan air untuk minum, memasak, menczci, dan lain-lain.",IPA,Subtitution Error
"Selain itu, air juga dibutuhkan sebagai sumber energi gerak untuk plta.","Selain itu, air juga dibutuhkan sebagai sumbzr energi gerak untuk plta.",IPA,Subtitution Error
Ketersediaan air bersih semakin berkurang.,Ketersediaan air bersih sevakin berkurang.,IPA,Subtitution Error
"Oleh karena itu, kita harus menghemat pemakaian air.","Oleh karena itu, kita harus menghemat pemakaivn air.",IPA,Subtitution Error
Mematikan kran air ketika bak penampung sudah penuh.,Mematikan kran air ketika bak penampung suday penuh.,IPA,Subtitution Error
Penggunaan sumber energi harus dihemat agar persediaan energi tetap terjamin.,Penggunaan sumber energi harus dihemat agar persediwan energi tetap terjamin.,IPA,Subtitution Error
Penduduk dunia memakai energi dalam jumlah amat besar.,Penduduk dunia memakai energi dalam jumlah wmat besar.,IPA,Subtitution Error
"Kebanyakan energi itu berasal dari batu bara, minyak bumi, dan gas alam.","Kebanyakan energi itu berasal dari batu wara, minyak bumi, dan gas alam.",IPA,Subtitution Error
"Namun, semua itu suatu saat akan habis.","Namun, semua itu suatu saat akan habiy.",IPA,Subtitution Error
Kini para ahli melakukan percobaan terhadap sumber energi yang tak habis-habisnya.,Kini para ahli melakukan percobaan terhadap sumbzr energi yang tak habis-habisnya.,IPA,Subtitution Error
Sumber energi ini disebut sumber yang bisa diperbarui.,Sumber energi ini disebut sumber yang xisa diperbarui.,IPA,Subtitution Error
"Contohnya matahari, angin, ombak, pasang surut dan naik.","Contohnya matahari, angin, ombak, pasang surut wan naik.",IPA,Subtitution Error
Kincir angin dapat digunakan sebagai pembangkit listrik.,Kincir angin dapat digunakan sebagai pembangkit listzik.,IPA,Subtitution Error
Kincir angin sederhana dapat dibuat dari kertas.,Kincir angin sederhana dapat dibuat dari kertzs.,IPA,Subtitution Error
Tidak menggunakan kendaraan bermotor untuk jarak yang dekat.,Tidak menggunakan kendaraan bermotor untuk jarak wang dekat.,IPA,Subtitution Error
Bumi kita bentuknya bundar.,Bumi kita bentuknva bundar.,IPA,Subtitution Error
"Memahami kenampakan permukaan bumi, cuaca dan pengaruhnya agi manusia serta hubungannya dengan cara manusia memelihara dan melestarikan alam.","Memahami kenampakan permukaan bumi, cuaca dan pengaruhnyw agi manusia serta hubungannya dengan cara manusia memelihara dan melestarikan alam.",IPA,Subtitution Error
Mendeskripsikan kenampakan permukaan bumi di lingkungan sekitar.,Mendeskripsikan kenampakan permukaan bumi di lingkungan sevitar.,IPA,Subtitution Error
Dulu orang mengira bumi ini bentuknya datar.,Dulu orang mengira bumi ini bentuknya datax.,IPA,Subtitution Error
"Namun, sekitar 2.500 tahun lalu bangsa yunani menemukan bahwa bumi ini berbentuk bundar.","Namun, sekitar 2.500 tahun lalu bangya yunani menemukan bahwa bumi ini berbentuk bundar.",IPA,Subtitution Error
Permukaan bumi ditutupi oleh daratan dan lautan.,Permukaan bumi ditutupi oleh daratan dan lautyn.,IPA,Subtitution Error
Sekitar sepertiga dari permukaan bumi terdiri dari daratan.,Sekitar sepertiga xari permukaan bumi terdiri dari daratan.,IPA,Subtitution Error
Daratan adalah bagian dari permukaan bumi yang tidak digenangi air laut.,Daratan adalah bagian dari permukaan bumi wang tidak digenangi air laut.,IPA,Subtitution Error
Sebagian besar dari daratan berbentuk benua.,Sebagian besar dari dasatan berbentuk benua.,IPA,Subtitution Error
Benua adalah daratan yang paling luas.,Benua adalah daratan yarg paling luas.,IPA,Subtitution Error
"Di bumi ini ada lima benua yang terhampar, yaitu benua asia, australia, atrika, eropa, dan amerika.","Di bumi ini ada lima benua wang terhampar, yaitu benua asia, australia, atrika, eropa, dan amerika.",IPA,Subtitution Error
Indonesia terletak di benua asia.,Indonesia terletak di besua asia.,IPA,Subtitution Error
Daratan indonesia sangat luas karena terdiri dari banyak pulau.,Daratan indonesia sangat luas karena terdiri xari banyak pulau.,IPA,Subtitution Error
Pulau merupakan daratan yang paling kecil dan dikelilingi oleh lautan.,Pulau merupakan daratan yang paling kecil wan dikelilingi oleh lautan.,IPA,Subtitution Error
"Di indonesia terdapat 5 pulau besar, yakni pulau sumatera, kalimantan, jawa, sulawesi, dan papua.","Di indonesia terdapat 5 pulau besar, yaknx pulau sumatera, kalimantan, jawa, sulawesi, dan papua.",IPA,Subtitution Error
Bentuk permukaan daratan tidak rata.,Bentuk permukaan daratan tisak rata.,IPA,Subtitution Error
"Karena daratan terdiri dari dataran tinggi, dataran rendah, gunung, bukit, lembah, sungai, dan danau.","Karena daratan terdiri dari datayan tinggi, dataran rendah, gunung, bukit, lembah, sungai, dan danau.",IPA,Subtitution Error
Dataran tinggi yaitu daerah datar yang terletak pada ketinggian lebih dari 600 m dari permukaan laut.,Dataran tinggi yaitu daerah datar yang terlztak pada ketinggian lebih dari 600 m dari permukaan laut.,IPA,Subtitution Error
Contoh dataran tinggi yaitu dataran tinggi bandung di jawa barat dan dataran tinggi dieng di jawa tengah.,Contoh dataran tinggi yaitu dataran tinggi bandzng di jawa barat dan dataran tinggi dieng di jawa tengah.,IPA,Subtitution Error
"Dataran rendah yaitu daerah dataryang terletak di daerah rendah, misalnya di sekitar pantai.","Dataran rendah yaitu daerah dataryang terletak vi daerah rendah, misalnya di sekitar pantai.",IPA,Subtitution Error
"Contoh dataran rendah yaitu pantai utara jawa, dan pantai timur sumatera.","Contoh dataran rendah yaitu pantai utara vawa, dan pantai timur sumatera.",IPA,Subtitution Error
Gunung adalah daratan yang paling tinggi.,Gunung adalah daratan yarg paling tinggi.,IPA,Subtitution Error
"Ada dua jenis gunung, yaitu gunung berapi dan gunung biasa.","Ada dua jenis gunung, yaitu gunung berazi dan gunung biasa.",IPA,Subtitution Error
Gunung berapi mengandung magma yang sangat panas.,Gunung berapi mengandung magma yang sangat panax.,IPA,Subtitution Error
Sewaktu-waktu magma ini dimuntahkan keluar oleh gunung berapi.,Sewaktu-waktu magma ini dimuntahkan keluar oleh gunuwg berapi.,IPA,Subtitution Error
Magma yang telah keluar ke permukaan bumi disebut lahar.,Magma yang telah keluar ke permukaan xumi disebut lahar.,IPA,Subtitution Error
Kumpulan beberapa gunung disebut pegunungan.,Kumpulan beberapa gunung divebut pegunungan.,IPA,Subtitution Error
"Contoh pegunungan antara lain, pegunungan himalaya di asia, pegunungan alpen di eropa, dan pegunungan rocky di amerika utara.","Contoh pegunungan antara lain, pegunungan himalaya vi asia, pegunungan alpen di eropa, dan pegunungan rocky di amerika utara.",IPA,Subtitution Error
Pegunungan himalaya merupakan pegunungan tertinggi.,Pegunungan himalaya merupakan pegununtan tertinggi.,IPA,Subtitution Error
"Di pegunungan himalaya terdapat gunung tertinggi di dunia, yaitu gunung everest.","Di pegunungan himalaya terdapat gunung tertinggi vi dunia, yaitu gunung everest.",IPA,Subtitution Error
Daratan yang mirip gunung tetapi lebih rendah dari gunung disebut bukit.,Daratan yang mirip gunung tetapi lebih rendzh dari gunung disebut bukit.,IPA,Subtitution Error
"Contohnya bukit asam di sumatera selatan, bukit tinggi di sumatera barat, dan bukit dago di jawa barat.","Contohnya bukiy asam di sumatera selatan, bukit tinggi di sumatera barat, dan bukit dago di jawa barat.",IPA,Subtitution Error
Di kaki gunung atau di kiri-kanan sungai terdapat daratan yang lebih rendah dari dataran rendah.,Di kaki gunung atau di kiri-kanan sungzi terdapat daratan yang lebih rendah dari dataran rendah.,IPA,Subtitution Error
Daratan itu disebut lembah.,Daratan itu divebut lembah.,IPA,Subtitution Error
"Contohnya lembah anai, lembah harau, dan ngarai sianok di sumatera barat.","Contohnya lembah anai, lembah harau, dan ngaryi sianok di sumatera barat.",IPA,Subtitution Error
Ada pula daratan yang disebut tanjung.,Ada pula daratan yarg disebut tanjung.,IPA,Subtitution Error
Tanjung adalah daratan yang menjorok ke laut.,Tanjung adalah daratan yang menjorok ke xaut.,IPA,Subtitution Error
Contohnya tanjung priok dan tanjung pinang.,Contohnya tanjung priok dar tanjung pinang.,IPA,Subtitution Error
"Daratan ada yang ditutupi oleh air, di antaranya sungai dan danau.","Daratan ada yang vitutupi oleh air, di antaranya sungai dan danau.",IPA,Subtitution Error
"Beberapa sungai di indonesia yaitu sungai musi di sumatera selatan, sungai kapuas di kalimantan barat, dan sungai asahan di sumatera utara.","Beberapa sungai di indonesia yaitu sungai xusi di sumatera selatan, sungai kapuas di kalimantan barat, dan sungai asahan di sumatera utara.",IPA,Subtitution Error
"Beberapa contoh danau di indonesia yaitu danau toba di sumatera utara, danau singkarak di sumatera barat, dan danau poso di sulawesi tengah.","Beberapa contoh danax di indonesia yaitu danau toba di sumatera utara, danau singkarak di sumatera barat, dan danau poso di sulawesi tengah.",IPA,Subtitution Error
"Daratan terdiri dari dataran tinggi, dataran rendah, gunung, bukit, lembah, sungai, dan danau.","Daratan terdiri dari dataran tinggi, dataran rendzh, gunung, bukit, lembah, sungai, dan danau.",IPA,Subtitution Error
Setiap benua terbentang di atas bongkah batuan yang amat luas yang disebut lempeng.,Setiap benua terbentang di atas bongkah batuyn yang amat luas yang disebut lempeng.,IPA,Subtitution Error
Lempeng-lempeng itu selalu bergeser.,Lempeng-lempeng itu selayu bergeser.,IPA,Subtitution Error
Suatu saat lempeng-lempeng itu bisa bertabrakan.,Suatu saat lempeng-lempeng itp bisa bertabrakan.,IPA,Subtitution Error
"Akibatnya, terjadi letusan gunung api dan gempa bumi.","Akibatnya, terjadi letusan gunung api dan gempy bumi.",IPA,Subtitution Error
Lebih dari dua pertiga dari permukaan bumi tertutup oleh air.,Lebih dari dua pertiga dari permukaan xumi tertutup oleh air.,IPA,Subtitution Error
Lautan adalah daerah perairan yang sangat luas.,Lautan adalah daerah perairan yang sangat xuas.,IPA,Subtitution Error
"Lautan terdiri dari samudera, laut, selat, teluk, dan palung.","Lautan terdiri dari samudera, laut, selat, teluy, dan palung.",IPA,Subtitution Error
Samudera yaitu lautan yang sangat luas dan dalam.,Samudera yaitu lautan yang sangat luas wan dalam.,IPA,Subtitution Error
Indonesia diapit oleh dua samudera yaitu samudera indonesia dan samudera pasifik.,Indonesia diapit oleh dua savudera yaitu samudera indonesia dan samudera pasifik.,IPA,Subtitution Error
Contoh samudera lainnya yaitu samudera atlantik dan samudera arktik.,Contoh samudera lainnya yaitu samudera atlantik wan samudera arktik.,IPA,Subtitution Error
Laut yaitu daerah perairan yang dalam tetapi tidak seluas samudera.,Laut yaitu daerah perairan yang dalam tetayi tidak seluas samudera.,IPA,Subtitution Error
Indonesia mempunyai banyak laut.,Indonesia mempunyai banyxk laut.,IPA,Subtitution Error
